cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,readecuadas_ley_439,recibidas_excusa_recusacion,preliminares_formalizados,cautelares_formalizados,nuevas_ingresadas,atendidas,resueltas,pendientes_fin,pendientes_inicio,conciliacion,num_juzgados,recibidas_otros_juzgados,concluidas_rechazo_denuncia,reparacion_dano_conciliacion,remision_art_299_ley_548,merecieron_imputacion_formal,remitidas_finalizacion_competencia,procesos_rebeldia,reparacion_dano,sobreseimiento,terminacion_anticipada,merecieron_acusacion,concluidas_extincion_prescripcion,concluidas_sentencia_juicio,remitidas_otros_juzgados,concluidas_otras_formas,imputacion_directa_procedimiento_inmediato,otras_formas_finalizacion,recibidas_declinatoria_inhibitoria,ingresadas_conversion_acciones,otras_formas_conclusion,resueltas_sentencia,ingresadas_reenvio,otras_formas_ingreso,remitidas_excusa_recusacion,remitidas_otras_formas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,gestion,revisado_manual
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL NACIONAL,detalle,19,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,AUTORIZACIÓN DE VIAJE AL EXTERIOR (JUDICIALES),detalle,20,6,,0,,,600,600,600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,AUTORIZACIÓN DE VIAJE AL EXTERIOR (POR DESCONOCIMIENTO DE DOMICILIO),detalle,21,6,,0,,,66,66,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,NO AUTORIZACIÓN DE VIAJE,detalle,22,6,,0,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,REINTEGRACIÓN FAMILIAR,detalle,23,6,,0,,,15,17,14,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,REJAPS,detalle,24,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,OTROS CON PROCEDIMIENTO ESPECIAL,detalle,25,6,,0,,,64,66,65,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,245,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,,TOTAL POTOSÍ,total,26,6,,0,,,975,1012,957,55,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,6,,0,,,8,10,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,2,6,,0,,,27,36,32,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL,detalle,3,6,,0,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,"INFRACCIONES POR VIOLENCIA CONTRA NIÑAS, NIÑOS Y ADOLESCENTES",detalle,4,6,,0,,,89,108,82,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,GUARDA,detalle,5,6,,0,,,47,51,46,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,RESTITUCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,6,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,CALIFICACIÓN DE DAÑOS Y PERJUICIOS,detalle,7,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,MEDIDAS DE PROTECCION,detalle,8,6,,0,,,20,28,22,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,RENUNCIA DE LA AUTORIDAD POR CONSENTIMIENTO PARA LA ADOPCION (ADOPCION NACIONAL E INTERNACIONAL),detalle,9,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,OTROS CON PROCEDIMIENTO COMUN,detalle,10,6,,0,,,26,28,20,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,FILIACIÓN JUDICIAL,detalle,11,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,CONVERSIÓN DE GUARDA EN ADOPCIÓN,detalle,12,6,,0,,,5,6,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,TUTELA ORDINARIA,detalle,13,6,,0,,,29,37,30,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,TUTELA EXTRAORDINARIA,detalle,14,6,,0,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,ADOPCIÓN NACIONAL,detalle,15,6,,0,,,8,8,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,ADOPCIÓN INTERNACIONAL,detalle,16,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,6,,0,,,30,40,21,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,6,,0,,,2,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL NACIONAL,detalle,19,6,,0,,,4,7,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,AUTORIZACIÓN DE VIAJE AL EXTERIOR (JUDICIALES),detalle,20,6,,0,,,4,7,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,AUTORIZACIÓN DE VIAJE AL EXTERIOR (POR DESCONOCIMIENTO DE DOMICILIO),detalle,21,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,NO AUTORIZACIÓN DE VIAJE,detalle,22,6,,0,,,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,REINTEGRACIÓN FAMILIAR,detalle,23,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,REJAPS,detalle,24,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,OTROS CON PROCEDIMIENTO ESPECIAL,detalle,25,6,,0,,,20,22,21,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,246,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,3,tipo_proceso,,TOTAL TARIJA,total,26,6,,0,,,323,396,314,82,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,TARIJA,,Tarija,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,6,,0,,,2,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,2,6,,0,,,152,177,142,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL,detalle,3,6,,0,,,2,5,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,"INFRACCIONES POR VIOLENCIA CONTRA NIÑAS, NIÑOS Y ADOLESCENTES",detalle,4,6,,0,,,8,17,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,GUARDA,detalle,5,6,,0,,,179,239,220,19,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,RESTITUCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,6,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,CALIFICACIÓN DE DAÑOS Y PERJUICIOS,detalle,7,6,,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,MEDIDAS DE PROTECCION,detalle,8,6,,0,,,275,307,290,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,RENUNCIA DE LA AUTORIDAD POR CONSENTIMIENTO PARA LA ADOPCION (ADOPCION NACIONAL E INTERNACIONAL),detalle,9,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,OTROS CON PROCEDIMIENTO COMUN,detalle,10,6,,0,,,72,72,52,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
5.1.3.2,247,f3cd0599a4,causas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,4,tipo_proceso,,FILIACIÓN JUDICIAL,detalle,11,6,,0,,,74,82,52,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SANTA CRUZ,,Santa Cruz,False,,2023,False
