cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,tipo_proceso_extraido,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,etapa_proceso_fuente,contexto_accion_penal,gestion,revisado_manual,columna,valor,orden_columna,rotulo_columna_pdf
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,TUTELA EXTRAORDINARIA,TUTELA EXTRAORDINARIA,detalle,14,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,repuestas,0,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,TUTELA EXTRAORDINARIA,TUTELA EXTRAORDINARIA,detalle,14,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,total_apelaciones_devueltas_presente_gestion,0,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE / GESTIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,TUTELA EXTRAORDINARIA,TUTELA EXTRAORDINARIA,detalle,14,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,pendientes_devolucion,0,9,PENDIENTES DE / DEVOLUCIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,recursos_apelacion_efecto_suspensivo_nuevos,0,1,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_totalmente,0,2,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_parcialmente,0,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_totalmente,0,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_parcialmente,0,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,anuladas,0,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,repuestas,0,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,total_apelaciones_devueltas_presente_gestion,0,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE / GESTIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN NACIONAL,ADOPCIÓN NACIONAL,detalle,15,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,pendientes_devolucion,0,9,PENDIENTES DE / DEVOLUCIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,recursos_apelacion_efecto_suspensivo_nuevos,0,1,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_totalmente,0,2,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_parcialmente,0,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_totalmente,0,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_parcialmente,0,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,anuladas,0,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,repuestas,0,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,total_apelaciones_devueltas_presente_gestion,0,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE / GESTIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ADOPCIÓN INTERNACIONAL,ADOPCIÓN INTERNACIONAL,detalle,16,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,pendientes_devolucion,0,9,PENDIENTES DE / DEVOLUCIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,recursos_apelacion_efecto_suspensivo_nuevos,0,1,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_totalmente,0,2,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_parcialmente,0,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_totalmente,0,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_parcialmente,0,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,anuladas,0,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,repuestas,0,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,total_apelaciones_devueltas_presente_gestion,0,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE / GESTIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,ACOGIMIENTO CIRCUNSTANCIAL,ACOGIMIENTO CIRCUNSTANCIAL,detalle,17,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,pendientes_devolucion,0,9,PENDIENTES DE / DEVOLUCIÓN
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,recursos_apelacion_efecto_suspensivo_nuevos,0,1,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_totalmente,0,2,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,confirmadas_parcialmente,0,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_totalmente,0,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,revocadas_parcialmente,0,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS PARCIALMENTE
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,anuladas,0,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,repuestas,0,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS
5.1.3.4,267,fb895ae316,apelacion,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,2,tipo_proceso,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,RESTITUCION DE LA NIÑA NIÑO ADOLESCENTE A NIVEL INTERNACIONAL,detalle,18,9,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,no_aplica,no_aplica,2023,False,total_apelaciones_devueltas_presente_gestion,0,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE / GESTIÓN
