cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,revisado_manual,columna,valor,orden_columna,rotulo_columna_pdf
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,20,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,9,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,11,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,0,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,0,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,0,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,0,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,0,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,OPOSICION AL MATRIMONIO,detalle,13,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,5,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,OPOSICION AL MATRIMONIO,detalle,13,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,10,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,OPOSICION AL MATRIMONIO,detalle,13,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,15,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,OPOSICION AL MATRIMONIO,detalle,13,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,4,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,OPOSICION AL MATRIMONIO,detalle,13,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,11,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,DECLARACION DE INTERDICCIÓN,detalle,14,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,8,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,DECLARACION DE INTERDICCIÓN,detalle,14,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,2,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,DECLARACION DE INTERDICCIÓN,detalle,14,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,10,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,DECLARACION DE INTERDICCIÓN,detalle,14,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,3,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,DECLARACION DE INTERDICCIÓN,detalle,14,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,7,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,CESACION DE INTERDICCIÓN,detalle,15,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,0,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,CESACION DE INTERDICCIÓN,detalle,15,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,0,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,CESACION DE INTERDICCIÓN,detalle,15,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,0,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,CESACION DE INTERDICCIÓN,detalle,15,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,0,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,CESACION DE INTERDICCIÓN,detalle,15,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,0,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,0,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,0,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,0,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,0,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,0,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,ASISTENCIA FAMILIAR,detalle,17,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,245,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,ASISTENCIA FAMILIAR,detalle,17,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,332,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,ASISTENCIA FAMILIAR,detalle,17,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,577,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,ASISTENCIA FAMILIAR,detalle,17,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,363,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,ASISTENCIA FAMILIAR,detalle,17,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,214,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,GUARDA,detalle,18,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,6,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,GUARDA,detalle,18,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,5,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,GUARDA,detalle,18,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,11,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,GUARDA,detalle,18,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,10,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,GUARDA,detalle,18,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,1,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,24,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,3,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,27,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,20,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,7,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,0,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,0,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,0,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,0,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,0,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,16,1,PENDIENTES AL INICIO / DE GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,ingresadas,18,2,INGRESADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,causas_ejecucion_sentencia_total_causas,34,3,CAUSAS EN EJECUCIÓN DE SENTENCIA / TOTAL CAUSAS
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,terminadas,16,4,TERMINADAS EN LA / GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_proxima_gestion,18,5,PENDIENTES PARA LA / PRÓXIMA GESTIÓN
5.1.2.5,222,49b0b86040,ejecucion,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,16,tipo_proceso,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,5,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,LA PAZ,,La Paz,False,False,pendientes_inicio_gestion,0,1,PENDIENTES AL INICIO / DE GESTIÓN
