cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,materia_seccion,tipo_accion_penal,materia_norm,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,gestion,revisado_manual,columna,valor,orden_columna,rotulo_columna_pdf
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,1,tipo_proceso,,FIANZA JURATORIA PERSONAL O ECONÓMICA,detalle,23,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,1,tipo_proceso,,TOTAL EL ALTO,total,24,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,322,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,1,tipo_proceso,,TOTAL EL ALTO,total,24,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,,,False,,2023,False,medidas_cautelares_ingresadas_control,715,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,1,tipo_proceso,,TOTAL EL ALTO,total,24,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,,,False,,2023,False,movimiento_registrado_total_medidas,1037,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,1,tipo_proceso,,TOTAL EL ALTO,total,24,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,,,False,,2023,False,medidas_cuatelares_personales_concluidas,400,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,1,tipo_proceso,,TOTAL EL ALTO,total,24,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,EL ALTO,,,False,,2023,False,pendientes_proxima_gestion,637,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,25,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,767,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,25,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,920,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,25,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,1687,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,25,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,11,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,25,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,1676,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN DOMICILIARIA,detalle,26,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,0,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN DOMICILIARIA,detalle,26,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,0,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN DOMICILIARIA,detalle,26,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,0,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN DOMICILIARIA,detalle,26,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,0,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,DETENCIÓN DOMICILIARIA,detalle,26,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL,detalle,27,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,0,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL,detalle,27,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,0,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL,detalle,27,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,0,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL,detalle,27,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,0,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL,detalle,27,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE CONCURRIR A DETERMINADOS LUGARES,detalle,28,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,0,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE CONCURRIR A DETERMINADOS LUGARES,detalle,28,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,0,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE CONCURRIR A DETERMINADOS LUGARES,detalle,28,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,0,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE CONCURRIR A DETERMINADOS LUGARES,detalle,28,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,0,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE CONCURRIR A DETERMINADOS LUGARES,detalle,28,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE COMUNICARSE CON PERSONAS DETERMINADAS,detalle,29,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,0,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE COMUNICARSE CON PERSONAS DETERMINADAS,detalle,29,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,0,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE COMUNICARSE CON PERSONAS DETERMINADAS,detalle,29,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,0,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE COMUNICARSE CON PERSONAS DETERMINADAS,detalle,29,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,0,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE COMUNICARSE CON PERSONAS DETERMINADAS,detalle,29,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE SALIR DEL PAIS (ORDEN DE ARRAIGO),detalle,30,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,0,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE SALIR DEL PAIS (ORDEN DE ARRAIGO),detalle,30,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,0,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE SALIR DEL PAIS (ORDEN DE ARRAIGO),detalle,30,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,0,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE SALIR DEL PAIS (ORDEN DE ARRAIGO),detalle,30,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,0,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,PROHIBICIÓN DE SALIR DEL PAIS (ORDEN DE ARRAIGO),detalle,30,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,FIANZA JURATORIA PERSONAL O ECONÓMICA,detalle,31,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,0,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,FIANZA JURATORIA PERSONAL O ECONÓMICA,detalle,31,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,0,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,FIANZA JURATORIA PERSONAL O ECONÓMICA,detalle,31,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,0,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,FIANZA JURATORIA PERSONAL O ECONÓMICA,detalle,31,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,0,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,FIANZA JURATORIA PERSONAL O ECONÓMICA,detalle,31,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,0,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,TOTAL COCHABAMBA,total,32,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,767,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,TOTAL COCHABAMBA,total,32,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cautelares_ingresadas_control,920,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,TOTAL COCHABAMBA,total,32,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,movimiento_registrado_total_medidas,1687,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,TOTAL COCHABAMBA,total,32,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,medidas_cuatelares_personales_concluidas,11,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,389,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,4,tipo_proceso,,TOTAL COCHABAMBA,total,32,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,COCHABAMBA,,,False,,2023,False,pendientes_proxima_gestion,1676,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
5.3.4.1,390,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,1,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,1,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,,,False,,2023,False,ciudades_tipo_medida_cautelar_personal,731,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN
5.3.4.1,390,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,1,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,1,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,,,False,,2023,False,medidas_cautelares_ingresadas_control,897,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO
5.3.4.1,390,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,1,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,1,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,,,False,,2023,False,movimiento_registrado_total_medidas,1628,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO
5.3.4.1,390,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,1,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,1,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,,,False,,2023,False,medidas_cuatelares_personales_concluidas,30,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS
5.3.4.1,390,e7339eedde,otros,capital,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,1,tipo_proceso,,DETENCIÓN PREVENTIVA,detalle,1,5,EJECUCIÓN PENAL,,EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,ORURO,,,False,,2023,False,pendientes_proxima_gestion,1598,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN
