cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,materia_seccion,tipo_accion_penal,materia_norm,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,gestion,revisado_manual,columna,valor,orden_columna,rotulo_columna_pdf
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,36,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,absolutoria,0,7,SENTENCIA / ABSOLUTORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,36,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_mixta,0,8,SENTENCIA MIXTA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,36,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_procedimiento_abreviado,0,9,SENTENCIA POR / PROCEDIMIENTO / ABREVIADO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,36,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total,0,10,TOTAL
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,36,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencias_ejecutoriadas,0,11,SENTENCIAS / EJECUTORIADAS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,ciudades_tipo_proceso_movimiento_registrado,273,1,"Ciudades y Tipo de Proceso / Movimiento Registrado / SENTENCIAS: UN / DEMANDADO, UN / DELITO"
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,numero_demandado_delitos_sentencias,0,2,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: UN / DEMANDADOS VARIOS / DELITO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,demandados,6,3,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: VARIOS / DEMANDADOS UN / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencias_varios_demandados_varios_delitos,0,4,SENTENCIAS: VARIOS / DEMANDADOS VARIOS / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total_causas_atendidas_gestion,279,5,TOTAL DE CAUSAS / ATENDIDAS EN LA / GESTIÓN
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,condenatoria,66,6,SENTENCIA / CONDENATORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,absolutoria,16,7,SENTENCIA / ABSOLUTORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_mixta,1,8,SENTENCIA MIXTA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_procedimiento_abreviado,196,9,SENTENCIA POR / PROCEDIMIENTO / ABREVIADO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total,279,10,TOTAL
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PÙBLICA,detalle,37,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencias_ejecutoriadas,181,11,SENTENCIAS / EJECUTORIADAS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,ciudades_tipo_proceso_movimiento_registrado,126,1,"Ciudades y Tipo de Proceso / Movimiento Registrado / SENTENCIAS: UN / DEMANDADO, UN / DELITO"
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,numero_demandado_delitos_sentencias,0,2,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: UN / DEMANDADOS VARIOS / DELITO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,demandados,5,3,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: VARIOS / DEMANDADOS UN / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,sentencias_varios_demandados_varios_delitos,0,4,SENTENCIAS: VARIOS / DEMANDADOS VARIOS / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,total_causas_atendidas_gestion,131,5,TOTAL DE CAUSAS / ATENDIDAS EN LA / GESTIÓN
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,condenatoria,21,6,SENTENCIA / CONDENATORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,absolutoria,8,7,SENTENCIA / ABSOLUTORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,sentencia_mixta,1,8,SENTENCIA MIXTA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,sentencia_procedimiento_abreviado,101,9,SENTENCIA POR / PROCEDIMIENTO / ABREVIADO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,total,131,10,TOTAL
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,ANTICORRUPCIÒN,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,detalle,38,11,SENTENCIA PENAL,ANTICORRUPCIÓN,SENTENCIA ANTICORRUPCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,ANTICORRUPCIÓN,2023,False,sentencias_ejecutoriadas,93,11,SENTENCIAS / EJECUTORIADAS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,ciudades_tipo_proceso_movimiento_registrado,0,1,"Ciudades y Tipo de Proceso / Movimiento Registrado / SENTENCIAS: UN / DEMANDADO, UN / DELITO"
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,numero_demandado_delitos_sentencias,0,2,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: UN / DEMANDADOS VARIOS / DELITO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,demandados,0,3,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: VARIOS / DEMANDADOS UN / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencias_varios_demandados_varios_delitos,0,4,SENTENCIAS: VARIOS / DEMANDADOS VARIOS / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total_causas_atendidas_gestion,0,5,TOTAL DE CAUSAS / ATENDIDAS EN LA / GESTIÓN
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,condenatoria,0,6,SENTENCIA / CONDENATORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,absolutoria,0,7,SENTENCIA / ABSOLUTORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_mixta,0,8,SENTENCIA MIXTA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_procedimiento_abreviado,0,9,SENTENCIA POR / PROCEDIMIENTO / ABREVIADO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total,0,10,TOTAL
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,ACCIÓN PENAL PRIVADA,detalle,39,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencias_ejecutoriadas,0,11,SENTENCIAS / EJECUTORIADAS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,ciudades_tipo_proceso_movimiento_registrado,920,1,"Ciudades y Tipo de Proceso / Movimiento Registrado / SENTENCIAS: UN / DEMANDADO, UN / DELITO"
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,numero_demandado_delitos_sentencias,63,2,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: UN / DEMANDADOS VARIOS / DELITO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,demandados,98,3,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: VARIOS / DEMANDADOS UN / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencias_varios_demandados_varios_delitos,22,4,SENTENCIAS: VARIOS / DEMANDADOS VARIOS / DELITOS
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total_causas_atendidas_gestion,1103,5,TOTAL DE CAUSAS / ATENDIDAS EN LA / GESTIÓN
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,condenatoria,406,6,SENTENCIA / CONDENATORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,absolutoria,109,7,SENTENCIA / ABSOLUTORIA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_mixta,22,8,SENTENCIA MIXTA
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,sentencia_procedimiento_abreviado,562,9,SENTENCIA POR / PROCEDIMIENTO / ABREVIADO
5.3.2.2,365,2923e75e74,otros,capital,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,17,tipo_proceso,,TOTAL COCHABAMBA,total,40,11,SENTENCIA PENAL,,SENTENCIA PENAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto",COCHABAMBA,,,False,,2023,False,total,1099,10,TOTAL
