cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,gestion,revisado_manual,columna,valor,orden_columna,rotulo_columna_pdf
6.1.1.2,411,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,COCHABAMBA,40,tipo_proceso,,TOTAL COCHABAMBA,total,25,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,COCHABAMBA,Cochabamba,False,,2023,False,recusa,1,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA
6.1.1.2,411,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,COCHABAMBA,40,tipo_proceso,,TOTAL COCHABAMBA,total,25,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,COCHABAMBA,Cochabamba,False,,2023,False,rechazad_as_improp_onibles,518,10,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECHAZAD / AS/IMPROP / ONIBLES
6.1.1.2,411,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,COCHABAMBA,40,tipo_proceso,,TOTAL COCHABAMBA,total,25,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,COCHABAMBA,Cochabamba,False,,2023,False,acumulac_ion,2,11,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ACUMULAC / IÓN
6.1.1.2,411,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,COCHABAMBA,40,tipo_proceso,,TOTAL COCHABAMBA,total,25,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,COCHABAMBA,Cochabamba,False,,2023,False,otros_acc_const,1095,12,OTROS / (ACC / CONST. / ETC)
6.1.1.2,411,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,COCHABAMBA,40,tipo_proceso,,TOTAL COCHABAMBA,total,25,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,COCHABAMBA,Cochabamba,False,,2023,False,totales,6441,13,TOTALES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,formas_resolucion_causas_sentencia,38,1,FORMAS DE / RESOLUCIÓN / DE CAUSAS / CON / SENTENCIA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,desistimie_nto,4,2,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / DESISTIMIE / NTO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,retiro_demanda,7,3,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / RETIRO DE / LA / DEMANDA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,extincion_inactivida_d,7,4,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / EXTINCIÓN / POR / INACTIVIDA / D
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acuerdo_transacc_ional,0,5,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / ACUERDO / TRANSACC / IONAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,conciliaci_on_intrapro_cesal,0,6,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / CONCILIACI / ÓN / INTRAPRO / CESAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,no_presenta_do,92,7,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / POR NO / PRESENTA / DO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,excusa,0,8,EXCUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,recusa,0,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,rechazad_as_improp_onibles,5,10,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECHAZAD / AS/IMPROP / ONIBLES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acumulac_ion,0,11,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ACUMULAC / IÓN
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,otros_acc_const,21,12,OTROS / (ACC / CONST. / ETC)
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,ORDINARIO,detalle,1,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,totales,174,13,TOTALES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,formas_resolucion_causas_sentencia,1,1,FORMAS DE / RESOLUCIÓN / DE CAUSAS / CON / SENTENCIA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,desistimie_nto,1,2,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / DESISTIMIE / NTO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,retiro_demanda,1,3,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / RETIRO DE / LA / DEMANDA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,extincion_inactivida_d,0,4,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / EXTINCIÓN / POR / INACTIVIDA / D
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acuerdo_transacc_ional,0,5,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / ACUERDO / TRANSACC / IONAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,conciliaci_on_intrapro_cesal,0,6,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / CONCILIACI / ÓN / INTRAPRO / CESAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,no_presenta_do,1,7,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / POR NO / PRESENTA / DO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,excusa,0,8,EXCUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,recusa,0,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,rechazad_as_improp_onibles,0,10,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECHAZAD / AS/IMPROP / ONIBLES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acumulac_ion,0,11,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ACUMULAC / IÓN
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,otros_acc_const,1,12,OTROS / (ACC / CONST. / ETC)
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,totales,5,13,TOTALES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,formas_resolucion_causas_sentencia,2,1,FORMAS DE / RESOLUCIÓN / DE CAUSAS / CON / SENTENCIA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,desistimie_nto,0,2,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / DESISTIMIE / NTO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,retiro_demanda,0,3,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / RETIRO DE / LA / DEMANDA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,extincion_inactivida_d,0,4,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / EXTINCIÓN / POR / INACTIVIDA / D
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acuerdo_transacc_ional,0,5,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / ACUERDO / TRANSACC / IONAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,conciliaci_on_intrapro_cesal,1,6,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / CONCILIACI / ÓN / INTRAPRO / CESAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,no_presenta_do,1,7,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / POR NO / PRESENTA / DO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,excusa,0,8,EXCUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,recusa,0,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,rechazad_as_improp_onibles,0,10,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECHAZAD / AS/IMPROP / ONIBLES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acumulac_ion,0,11,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ACUMULAC / IÓN
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,otros_acc_const,1,12,OTROS / (ACC / CONST. / ETC)
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,INTERDICTOS,detalle,3,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,totales,5,13,TOTALES
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,formas_resolucion_causas_sentencia,0,1,FORMAS DE / RESOLUCIÓN / DE CAUSAS / CON / SENTENCIA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,desistimie_nto,0,2,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / DESISTIMIE / NTO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,retiro_demanda,0,3,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / RETIRO DE / LA / DEMANDA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,extincion_inactivida_d,0,4,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / EXTINCIÓN / POR / INACTIVIDA / D
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,acuerdo_transacc_ional,0,5,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / ACUERDO / TRANSACC / IONAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,conciliaci_on_intrapro_cesal,0,6,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / CONCILIACI / ÓN / INTRAPRO / CESAL
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,no_presenta_do,1,7,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / POR NO / PRESENTA / DO
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,excusa,0,8,EXCUSA
6.1.1.2,412,b713830ea1,resueltas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,ORURO,15,tipo_proceso,,DESALOJO DE VIVIENDA,detalle,4,13,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,ORURO,Oruro,False,,2023,False,recusa,0,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA
