cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,gestion,revisado_manual,columna,valor,orden_columna,rotulo_columna_pdf
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,recusa,1,9,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / RECUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,declinatoria,45,10,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / DECLINATORIA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,otros,97,11,FORMAS DE FINALIZACIÓN DE / OTROS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,total_causas_resueltas,1063,12,TOTAL CAUSAS / RESUELTAS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,formas_resoluci_on_causas_sentenci,37,1,FORMAS / DE / RESOLUCI / ÓN DE / CAUSAS / POR / SENTENCI / A
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,conciliacion,6,2,CONCILIACIÓN
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,desistimiento,2,3,DESISTIMIENTO
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,retiro_demanda,2,4,DE LA / RETIRO DEMANDA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,extincion_inactividad,4,5,EXTINCIÓN POR INACTIVIDAD
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,rechazadas,7,6,RECHAZADAS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,presentadas_no,30,7,POR PRESENTADAS / NO
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,excusa,0,8,FORMAS DE FINALIZACIÓN DE / EXCUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,recusa,0,9,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / RECUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,declinatoria,3,10,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / DECLINATORIA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,otros,3,11,FORMAS DE FINALIZACIÓN DE / OTROS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,total_causas_resueltas,94,12,TOTAL CAUSAS / RESUELTAS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,formas_resoluci_on_causas_sentenci,469,1,FORMAS / DE / RESOLUCI / ÓN DE / CAUSAS / POR / SENTENCI / A
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,conciliacion,124,2,CONCILIACIÓN
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,desistimiento,16,3,DESISTIMIENTO
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,retiro_demanda,36,4,DE LA / RETIRO DEMANDA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,extincion_inactividad,116,5,EXTINCIÓN POR INACTIVIDAD
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,rechazadas,156,6,RECHAZADAS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,presentadas_no,338,7,POR PRESENTADAS / NO
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,excusa,4,8,FORMAS DE FINALIZACIÓN DE / EXCUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,recusa,0,9,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / RECUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,declinatoria,56,10,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / DECLINATORIA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,otros,458,11,FORMAS DE FINALIZACIÓN DE / OTROS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,detalle,23,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,total_causas_resueltas,1773,12,TOTAL CAUSAS / RESUELTAS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,formas_resoluci_on_causas_sentenci,31667,1,FORMAS / DE / RESOLUCI / ÓN DE / CAUSAS / POR / SENTENCI / A
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,conciliacion,3648,2,CONCILIACIÓN
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,desistimiento,613,3,DESISTIMIENTO
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,retiro_demanda,1344,4,DE LA / RETIRO DEMANDA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,extincion_inactividad,5845,5,EXTINCIÓN POR INACTIVIDAD
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,rechazadas,1214,6,RECHAZADAS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,presentadas_no,4976,7,POR PRESENTADAS / NO
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,excusa,59,8,FORMAS DE FINALIZACIÓN DE / EXCUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,recusa,10,9,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / RECUSA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,declinatoria,940,10,FORMAS DE FINALIZACIÓN DE / COMPETENCIA / DECLINATORIA
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,otros,2207,11,FORMAS DE FINALIZACIÓN DE / OTROS
5.1.2.2,198,84445ab21b,resueltas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,TOTAL NACIONAL,99,tipo_proceso,,TOTAL NACIONAL,total,24,12,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,,,,True,,2023,False,total_causas_resueltas,52523,12,TOTAL CAUSAS / RESUELTAS
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,sentencia,4,1,SENTENCIA
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,excusa_recusacion,0,2,EXCUSA RECUSACIÓN / O
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,conciliacion,0,3,FORMAS DE FINALIZACIÓN DE COMPETENCIA / CONCILIACIÓN
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,desistimiento,1,4,FORMAS DE FINALIZACIÓN DE COMPETENCIA / DESISTIMIENTO
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,retiro_demanda,0,5,FORMAS DE FINALIZACIÓN DE COMPETENCIA / DE LA / RETIRO DEMANDA
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,perencion_instancia,0,6,FORMAS DE FINALIZACIÓN DE COMPETENCIA / DE / PERENCIÓN INSTANCIA
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,acumulacion,0,7,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ACUMULACIÓN
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,rechazadas,0,8,RECHAZADAS
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,acuerdo_transaccional,0,9,ACUERDO TRANSACCIONAL
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,otros,6,10,OTROS
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,1,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,total_resueltas,11,11,TOTAL / RESUELTAS
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,2,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,sentencia,47,1,SENTENCIA
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,2,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,excusa_recusacion,0,2,EXCUSA RECUSACIÓN / O
5.1.3.3,251,b1f83a93ef,resueltas,capital,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,3,tipo_proceso,,EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA,detalle,2,11,PÚBLICO NIÑEZ Y ADOLESCENCIA,,PÚBLICO NIÑEZ Y ADOLESCENCIA,Público Niñez y Adolescencia,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,2023,False,conciliacion,0,3,FORMAS DE FINALIZACIÓN DE COMPETENCIA / CONCILIACIÓN
