fila_en_cuadro,cuadro_origen,pagina_pdf,departamento,provincia_o_grupo,localidad_o_subtipo,rotulo_1_derivado_del_bloque,n_columnas,columna,valor,fragmentos_encabezado,es_ultima_columna,columna_rotulo_canonico,columna_codigo_canonico,tipo_columna,fila_id,fila_rotulo_canonico,fila_codigo_canonico,tipo_entidad,estructura_fila,fila_padre_id,nivel_jerarquia,es_hoja_jerarquia,departamento_derivado,gestion,revisado_manual
11,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Contra la Violencia hacia las Mujeres,,False,11,col_02,5,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f011,Juzgado de Sentencia Contra la Violencia hacia las Mujeres,juzgado_sentencia_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
12,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_02,2,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f012,Juzgado de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_sentencia_anticorrupcion_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
13,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Anticorrupción,,False,11,col_02,1,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f013,Juzgado de Sentencia Penal y Anticorrupción,juzgado_sentencia_penal_anticorrupcion,juzgado,detalle,f006,2,True,,2023,False
14,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Perdida de Dominio,,False,11,col_02,1,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f014,Juzgado de Sentencia Penal y Pérdida de Dominio,juzgado_sentencia_penal_perdida_dominio,juzgado,detalle,f006,2,True,,2023,False
15,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Contra la Violencia hacia las mujeres,,False,11,col_02,1,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f015,Juzgado de Sentencia Penal y Contra la Violencia hacia las Mujeres,juzgado_sentencia_penal_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
16,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia,,False,11,col_02,4,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f016,Tribunal de Sentencia,tribunal_sentencia,tribunal,detalle,f006,2,True,,2023,False
17,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_02,1,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f017,Tribunal de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,tribunal_sentencia_anticorrupcion_violencia_mujeres,tribunal,detalle,f006,2,True,,2023,False
18,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia Anticorrupcion,,False,11,col_02,1,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f018,Tribunal de Sentencia Anticorrupción,tribunal_sentencia_anticorrupcion,tribunal,detalle,f006,2,True,,2023,False
19,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Ejecución Penal,,False,11,col_02,4,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f019,Juzgado de Ejecución Penal,juzgado_ejecucion_penal,juzgado,detalle,f006,2,True,,2023,False
20,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Agroambientales,,False,11,col_02,1,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f020,Juzgado Agroambiental,juzgado_agroambiental,juzgado,detalle,f006,2,True,,2023,False
21,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS PUBLICOS,,False,11,col_02,50,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f021,Juzgados Públicos,juzgados_publicos,juzgado,subtotal,f037,1,False,,2023,False
22,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil y Comercial,,False,11,col_02,30,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f022,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,juzgado,detalle,f021,2,True,,2023,False
23,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Familia,,False,11,col_02,16,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f023,Juzgado Público de Familia,juzgado_publico_familia,juzgado,detalle,f021,2,True,,2023,False
24,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Niñez y Adolescencia,,False,11,col_02,4,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f024,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,juzgado,detalle,f021,2,True,,2023,False
25,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS MIXTOS,,False,11,col_02,0,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f025,Juzgados Mixtos,juzgados_mixtos,juzgado,subtotal,f037,1,False,,2023,False
29,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,SALAS,,False,11,col_02,16,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f029,Salas,salas,sala,subtotal,f037,1,False,,2023,False
30,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil,,False,11,col_02,5,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f030,Sala Civil,sala_civil,sala,detalle,f029,2,True,,2023,False
31,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_02,4,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f031,Sala Penal,sala_penal,sala,detalle,f029,2,True,,2023,False
32,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Social Administrativa,,False,11,col_02,3,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f032,Sala Social Administrativa,sala_social_administrativa,sala,detalle,f029,2,True,,2023,False
34,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Constitucionales,,False,11,col_02,4,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f034,Sala Constitucional,sala_constitucional,sala,detalle,f029,2,True,,2023,False
35,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DISCIPLINARIOS,,False,11,col_02,3,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f035,Juzgados Disciplinarios,juzgados_disciplinarios,juzgado,detalle,f037,1,True,,2023,False
36,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,CONCILIADORES,,False,11,col_02,22,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f036,Conciliadores,conciliadores,conciliador,detalle,f037,1,True,,2023,False
37,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,TOTAL GENERAL,,False,11,col_02,165,SALAS Y LA PAZ la Mujer,False,La Paz,ciudad_la_paz,otro,f037,Total general,total_general,otro,total_general,,0,False,,2023,False
10,4.1.2,110,CHUQUISACA,Hernando Siles Monteagudo,,False,13,col_02,1,NÚMERO JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
19,4.1.2,110,CHUQUISACA,Luís Calvo,Muyupampa (Villa Vaca,False,13,col_02,1,NÚMERO JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
21,4.1.2,110,CHUQUISACA,TOTALES,,False,13,col_02,2,NÚMERO JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
11,4.1.3,111,LA PAZ,Ingavi,Viacha,False,12,col_02,1,NÚMERO JUZGADO INSTRUCCIÓN PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,La Paz,2023,False
30,4.1.3,111,LA PAZ,TOTALES,,False,12,col_02,1,NÚMERO JUZGADO INSTRUCCIÓN PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,La Paz,2023,False
11,4.1.4,112,COCHABAMBA,Quillacollo,Quillacollo,False,19,col_02,3,JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
14,4.1.4,112,COCHABAMBA,Quillacollo,Tiquipaya,False,19,col_02,1,JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
16,4.1.4,112,COCHABAMBA,Chapare,Sacaba,False,19,col_02,2,JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
17,4.1.4,112,COCHABAMBA,Chapare,Villa Tunari,False,19,col_02,1,JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
28,4.1.4,112,COCHABAMBA,TOTALES,,False,19,col_02,7,JUZGADO DE INSTRUCCIÓ PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
1,4.1.5,113,ORURO,Cercado,Caracollo,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
2,4.1.5,113,ORURO,Avaroa,Challapata,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
3,4.1.5,113,ORURO,Carangas,Corque,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
4,4.1.5,113,ORURO,Sajama,Curahuara de Carangas,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
5,4.1.5,113,ORURO,Litoral,Huachacalla,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
6,4.1.5,113,ORURO,Poopó,Poopó,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
7,4.1.5,113,ORURO,Pantaleón Dalence,Huanuni,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
12,4.1.5,113,ORURO,Sud Carangas,Orinoca,False,9,col_02,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
13,4.1.5,113,ORURO,TOTALES,,False,9,col_02,8,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓN PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
3,4.1.6,114,POTOSI,Rafael Bustillos,Llallagua,False,12,col_02,1,NÚMERO CONCILIADORES JUZGADO INSTRUCCIÓN PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Potosí,2023,False
17,4.1.6,114,POTOSI,José María Linares,Puna,False,12,col_02,1,NÚMERO CONCILIADORES JUZGADO INSTRUCCIÓN PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Potosí,2023,False
19,4.1.6,114,POTOSI,Quijarro,Uyuni,False,12,col_02,1,NÚMERO CONCILIADORES JUZGADO INSTRUCCIÓN PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Potosí,2023,False
24,4.1.6,114,POTOSI,TOTALES,,False,12,col_02,3,NÚMERO CONCILIADORES JUZGADO INSTRUCCIÓN PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Potosí,2023,False
3,4.1.7,115,TARIJA,Gran Chaco,Yacuiba,False,16,col_02,3,JUZGADO DE INSTRUCCI PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Tarija,2023,False
4,4.1.7,115,TARIJA,Gran Chaco,Villamontes,False,16,col_02,1,JUZGADO DE INSTRUCCI PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Tarija,2023,False
9,4.1.7,115,TARIJA,TOTALES,,False,16,col_02,4,JUZGADO DE INSTRUCCI PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Tarija,2023,False
4,4.1.8,116,SANTA CRUZ,Warnes,Warnes,False,18,col_02,2,CONCILIADORES JUZGADO DE INSTRUCCI PENAL tiene competencia,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
7,4.1.8,116,SANTA CRUZ,Ichilo,Yapacani1,False,18,col_02,1,CONCILIADORES JUZGADO DE INSTRUCCI PENAL tiene competencia,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
18,4.1.8,116,SANTA CRUZ,Obispo Santiesteban,Montero,False,18,col_02,4,CONCILIADORES JUZGADO DE INSTRUCCI PENAL tiene competencia,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
26,4.1.8,116,SANTA CRUZ,German Bush,Puerto Suárez3,False,18,col_02,1,CONCILIADORES JUZGADO DE INSTRUCCI PENAL tiene competencia,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
28,4.1.8,116,SANTA CRUZ,TOTALES,,False,18,col_02,8,CONCILIADORES JUZGADO DE INSTRUCCI PENAL tiene competencia,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
1,4.1.9,117,BENI,Vaca Diez,Riberalta,False,15,col_02,2,BENI: CONCILIADORES JUZGADO DE INSTRUCCI PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
2,4.1.9,117,BENI,Vaca Diez,Guayaramerín,False,15,col_02,2,BENI: CONCILIADORES JUZGADO DE INSTRUCCI PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
10,4.1.9,117,BENI,TOTALES,,False,15,col_02,4,BENI: CONCILIADORES JUZGADO DE INSTRUCCI PENAL,False,Juzgado de Instrucción Penal,juzgado_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
1,4.1.10,118,PANDO,Nicolás Suárez,Porvenir (Campo Ana),False,5,col_02,1,TRIBUNALES JUZGADO PÚBLICO INSTRUCCIÓN PENAL,False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Pando,2023,False
2,4.1.10,118,PANDO,Manuripi,Puerto Rico (Victoria),False,5,col_02,1,TRIBUNALES JUZGADO PÚBLICO INSTRUCCIÓN PENAL,False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Pando,2023,False
3,4.1.10,118,PANDO,Madre de Dios,Sena,False,5,col_02,1,TRIBUNALES JUZGADO PÚBLICO INSTRUCCIÓN PENAL,False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Pando,2023,False
4,4.1.10,118,PANDO,Madre de Dios,Gonzalo Moreno,False,5,col_02,1,TRIBUNALES JUZGADO PÚBLICO INSTRUCCIÓN PENAL,False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Pando,2023,False
5,4.1.10,118,PANDO,TOTALES,,False,5,col_02,4,TRIBUNALES JUZGADO PÚBLICO INSTRUCCIÓN PENAL,False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Pando,2023,False
1,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE INSTRUCCIÓN,,False,11,col_03,11,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f001,Juzgados de Instrucción,juzgados_instruccion,juzgado,subtotal,f037,1,False,,2023,False
2,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_03,7,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f002,Juzgado de Instrucción Penal,juzgado_instruccion_penal,juzgado,detalle,f001,2,True,,2023,False
3,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Anticorrupción y Contra la Violencia hacia las mujeres,,False,11,col_03,4,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f003,Juzgado de Instrucción Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_instruccion_anticorrupcion_violencia_mujeres,juzgado,detalle,f001,2,True,,2023,False
6,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE PARTIDO Y TRIBUNALES,,False,11,col_03,25,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f006,Juzgados de Partido y Tribunales,juzgados_partido_tribunales,otro,subtotal,f037,1,False,,2023,False
7,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Trabajo y Seguridad Social,,False,11,col_03,4,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f007,Juzgado de Partido del Trabajo y Seguridad Social,juzgado_partido_trabajo_seguridad_social,juzgado,detalle,f006,2,True,,2023,False
8,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Adm. Coactivo Fiscal Tributario,,False,11,col_03,2,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f008,Juzgado de Partido Adm. Coactivo Fiscal Tributario,juzgado_partido_adm_coactivo_fiscal_tributario,juzgado,detalle,f006,2,True,,2023,False
10,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal,,False,11,col_03,9,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f010,Juzgado de Sentencia Penal,juzgado_sentencia_penal,juzgado,detalle,f006,2,True,,2023,False
11,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Contra la Violencia hacia las Mujeres,,False,11,col_03,3,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f011,Juzgado de Sentencia Contra la Violencia hacia las Mujeres,juzgado_sentencia_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
12,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_03,2,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f012,Juzgado de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_sentencia_anticorrupcion_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
16,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia,,False,11,col_03,4,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f016,Tribunal de Sentencia,tribunal_sentencia,tribunal,detalle,f006,2,True,,2023,False
19,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Ejecución Penal,,False,11,col_03,1,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f019,Juzgado de Ejecución Penal,juzgado_ejecucion_penal,juzgado,detalle,f006,2,True,,2023,False
21,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS PUBLICOS,,False,11,col_03,25,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f021,Juzgados Públicos,juzgados_publicos,juzgado,subtotal,f037,1,False,,2023,False
22,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil y Comercial,,False,11,col_03,12,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f022,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,juzgado,detalle,f021,2,True,,2023,False
23,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Familia,,False,11,col_03,11,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f023,Juzgado Público de Familia,juzgado_publico_familia,juzgado,detalle,f021,2,True,,2023,False
24,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Niñez y Adolescencia,,False,11,col_03,2,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f024,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,juzgado,detalle,f021,2,True,,2023,False
25,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS MIXTOS,,False,11,col_03,6,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f025,Juzgados Mixtos,juzgados_mixtos,juzgado,subtotal,f037,1,False,,2023,False
28,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,"Público Civil y Comercial, de Familia, Niñez y Adolscencia e Instrucción Penal (C. Integrado) y EPI Norte",,False,11,col_03,6,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f028,"Juzgado Mixto Público Civil y Comercial, de Familia, Niñez y Adolescencia e Instrucción Penal (C. Integrado) y EPI Norte",juzgado_mixto_publico_civil_comercial_familia_ninez_adolescencia_instruccion_penal_c_integrado_epi_norte,juzgado,detalle,f025,2,True,,2023,False
29,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,SALAS,,False,11,col_03,0,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f029,Salas,salas,sala,subtotal,f037,1,False,,2023,False
35,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DISCIPLINARIOS,,False,11,col_03,0,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f035,Juzgados Disciplinarios,juzgados_disciplinarios,juzgado,detalle,f037,1,True,,2023,False
36,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,CONCILIADORES,,False,11,col_03,9,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f036,Conciliadores,conciliadores,conciliador,detalle,f037,1,True,,2023,False
37,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,TOTAL GENERAL,,False,11,col_03,76,CONCILIADORES ALTO Anticorrupción,False,El Alto,ciudad_el_alto,otro,f037,Total general,total_general,otro,total_general,,0,False,,2023,False
10,4.1.2,110,CHUQUISACA,Hernando Siles Monteagudo,,False,13,col_03,2,DE JUZGADO PÚBLICO CIVIL COMERCIAL,False,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,organo_judicial,,,,,,,,,Chuquisaca,2023,False
21,4.1.2,110,CHUQUISACA,TOTALES,,False,13,col_03,2,DE JUZGADO PÚBLICO CIVIL COMERCIAL,False,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,organo_judicial,,,,,,,,,Chuquisaca,2023,False
2,4.1.3,111,LA PAZ,Omasuyos,Achacahi,False,12,col_03,1,DE CONCILIADORES JUZGADO PÚBLICO MIXTO,False,Juzgado Público Mixto,juzgado_publico_mixto,organo_judicial,,,,,,,,,La Paz,2023,False
11,4.1.3,111,LA PAZ,Ingavi,Viacha,False,12,col_03,2,DE CONCILIADORES JUZGADO PÚBLICO MIXTO,False,Juzgado Público Mixto,juzgado_publico_mixto,organo_judicial,,,,,,,,,La Paz,2023,False
23,4.1.3,111,LA PAZ,Aroma,Sica Sica,False,12,col_03,1,DE CONCILIADORES JUZGADO PÚBLICO MIXTO,False,Juzgado Público Mixto,juzgado_publico_mixto,organo_judicial,,,,,,,,,La Paz,2023,False
29,4.1.3,111,LA PAZ,Caranavi,Caranavi,False,12,col_03,1,DE CONCILIADORES JUZGADO PÚBLICO MIXTO,False,Juzgado Público Mixto,juzgado_publico_mixto,organo_judicial,,,,,,,,,La Paz,2023,False
30,4.1.3,111,LA PAZ,TOTALES,,False,12,col_03,5,DE CONCILIADORES JUZGADO PÚBLICO MIXTO,False,Juzgado Público Mixto,juzgado_publico_mixto,organo_judicial,,,,,,,,,La Paz,2023,False
11,4.1.4,112,COCHABAMBA,Quillacollo,Quillacollo,False,19,col_03,1,JUZGADO PÚBLICO NIÑEZ ADOLESCE NCIA,False,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,organo_judicial,,,,,,,,,Cochabamba,2023,False
28,4.1.4,112,COCHABAMBA,TOTALES,,False,19,col_03,1,JUZGADO PÚBLICO NIÑEZ ADOLESCE NCIA,False,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,organo_judicial,,,,,,,,,Cochabamba,2023,False
8,4.1.5,113,ORURO,Ladislao Cabrera,Salinas de Garci Mendoza,False,9,col_03,1,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCIÓN PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
9,4.1.5,113,ORURO,Atahuallpa,Sabaya,False,9,col_03,1,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCIÓN PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
10,4.1.5,113,ORURO,Tomas Barrón,Eucaliptos,False,9,col_03,1,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCIÓN PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
11,4.1.5,113,ORURO,Sebastián Pagador,Santiago de Huari,False,9,col_03,1,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCIÓN PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Oruro,2023,False
