fila_en_cuadro,cuadro_origen,pagina_pdf,departamento,provincia_o_grupo,localidad_o_subtipo,rotulo_1_derivado_del_bloque,n_columnas,columna,valor,fragmentos_encabezado,es_ultima_columna,columna_rotulo_canonico,columna_codigo_canonico,tipo_columna,fila_id,fila_rotulo_canonico,fila_codigo_canonico,tipo_entidad,estructura_fila,fila_padre_id,nivel_jerarquia,es_hoja_jerarquia,departamento_derivado,gestion,revisado_manual
10,4.1.9,117,BENI,TOTALES,,False,15,col_06,2,JUZGADO PÚBLICO MIXTO INSTRUCCI PENAL,False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
1,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE INSTRUCCIÓN,,False,11,col_07,7,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f001,Juzgados de Instrucción,juzgados_instruccion,juzgado,subtotal,f037,1,False,,2023,False
2,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_07,4,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f002,Juzgado de Instrucción Penal,juzgado_instruccion_penal,juzgado,detalle,f001,2,True,,2023,False
3,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Anticorrupción y Contra la Violencia hacia las mujeres,,False,11,col_07,3,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f003,Juzgado de Instrucción Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_instruccion_anticorrupcion_violencia_mujeres,juzgado,detalle,f001,2,True,,2023,False
6,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE PARTIDO Y TRIBUNALES,,False,11,col_07,15,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f006,Juzgados de Partido y Tribunales,juzgados_partido_tribunales,otro,subtotal,f037,1,False,,2023,False
9,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Trabajo y Seguridad Social y Adm. Coactivo Fiscal y Tributario,,False,11,col_07,3,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f009,Juzgado de Partido del Trabajo y Seguridad Social y Adm. Coactivo Fiscal y Tributario,juzgado_partido_trabajo_seguridad_social_adm_coactivo_fiscal_tributario,juzgado,detalle,f006,2,True,,2023,False
10,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal,,False,11,col_07,6,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f010,Juzgado de Sentencia Penal,juzgado_sentencia_penal,juzgado,detalle,f006,2,True,,2023,False
12,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_07,3,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f012,Juzgado de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_sentencia_anticorrupcion_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
16,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia,,False,11,col_07,1,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f016,Tribunal de Sentencia,tribunal_sentencia,tribunal,detalle,f006,2,True,,2023,False
19,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Ejecución Penal,,False,11,col_07,1,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f019,Juzgado de Ejecución Penal,juzgado_ejecucion_penal,juzgado,detalle,f006,2,True,,2023,False
20,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Agroambientales,,False,11,col_07,1,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f020,Juzgado Agroambiental,juzgado_agroambiental,juzgado,detalle,f006,2,True,,2023,False
21,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS PUBLICOS,,False,11,col_07,20,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f021,Juzgados Públicos,juzgados_publicos,juzgado,subtotal,f037,1,False,,2023,False
22,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil y Comercial,,False,11,col_07,11,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f022,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,juzgado,detalle,f021,2,True,,2023,False
23,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Familia,,False,11,col_07,6,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f023,Juzgado Público de Familia,juzgado_publico_familia,juzgado,detalle,f021,2,True,,2023,False
24,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Niñez y Adolescencia,,False,11,col_07,3,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f024,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,juzgado,detalle,f021,2,True,,2023,False
25,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS MIXTOS,,False,11,col_07,0,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f025,Juzgados Mixtos,juzgados_mixtos,juzgado,subtotal,f037,1,False,,2023,False
29,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,SALAS,,False,11,col_07,7,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f029,Salas,salas,sala,subtotal,f037,1,False,,2023,False
30,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil,,False,11,col_07,1,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f030,Sala Civil,sala_civil,sala,detalle,f029,2,True,,2023,False
31,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_07,2,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f031,Sala Penal,sala_penal,sala,detalle,f029,2,True,,2023,False
32,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Social Administrativa,,False,11,col_07,2,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f032,Sala Social Administrativa,sala_social_administrativa,sala,detalle,f029,2,True,,2023,False
34,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Constitucionales,,False,11,col_07,2,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f034,Sala Constitucional,sala_constitucional,sala,detalle,f029,2,True,,2023,False
35,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DISCIPLINARIOS,,False,11,col_07,2,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f035,Juzgados Disciplinarios,juzgados_disciplinarios,juzgado,detalle,f037,1,True,,2023,False
36,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,CONCILIADORES,,False,11,col_07,4,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f036,Conciliadores,conciliadores,conciliador,detalle,f037,1,True,,2023,False
37,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,TOTAL GENERAL,,False,11,col_07,55,Y EL TARIJA 42,False,Tarija,ciudad_tarija,otro,f037,Total general,total_general,otro,total_general,,0,False,,2023,False
12,4.1.2,110,CHUQUISACA,Yamparaez,Tarabuco,False,13,col_07,1,CONCILIADORES JUZGADOS JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
14,4.1.2,110,CHUQUISACA,Nor Cinti,San Lucas,False,13,col_07,1,CONCILIADORES JUZGADOS JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
15,4.1.2,110,CHUQUISACA,Nor Cinti,Incahuasi,False,13,col_07,1,CONCILIADORES JUZGADOS JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
19,4.1.2,110,CHUQUISACA,Luís Calvo,Muyupampa (Villa Vaca,False,13,col_07,1,CONCILIADORES JUZGADOS JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
21,4.1.2,110,CHUQUISACA,TOTALES,,False,13,col_07,4,CONCILIADORES JUZGADOS JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
28,4.1.3,111,LA PAZ,Manco Kapac,Copacabana,False,12,col_07,3,"JUZGADO JUZGADO SENTENCIA, PUBLICO, TRABAJO TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,La Paz,2023,False
30,4.1.3,111,LA PAZ,TOTALES,,False,12,col_07,3,"JUZGADO JUZGADO SENTENCIA, PUBLICO, TRABAJO TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,La Paz,2023,False
1,4.1.4,112,COCHABAMBA,Campero,Aiquile,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
4,4.1.4,112,COCHABAMBA,Esteban Arce,Tarata,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
6,4.1.4,112,COCHABAMBA,Arani,Arani,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
8,4.1.4,112,COCHABAMBA,Capinota,Capinota,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
10,4.1.4,112,COCHABAMBA,German Jordán Cliza,,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
12,4.1.4,112,COCHABAMBA,Quillacollo,Sipe Sipe,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
13,4.1.4,112,COCHABAMBA,Quillacollo,Colcapirhua,False,19,col_07,2,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
15,4.1.4,112,COCHABAMBA,Quillacollo,Vinto,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
18,4.1.4,112,COCHABAMBA,Chapare,Colomi,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
20,4.1.4,112,COCHABAMBA,Carrasco,Totora,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
21,4.1.4,112,COCHABAMBA,Carrasco,Chimore,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
22,4.1.4,112,COCHABAMBA,Carrasco,Ivirgarzama,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
23,4.1.4,112,COCHABAMBA,Carrasco,Entre Rios,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
24,4.1.4,112,COCHABAMBA,Mizque,Mizque,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
25,4.1.4,112,COCHABAMBA,Punata,Punata,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
26,4.1.4,112,COCHABAMBA,Tiraque,Tiraque,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
27,4.1.4,112,COCHABAMBA,Tiraque,Shinahota,False,19,col_07,1,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
28,4.1.4,112,COCHABAMBA,TOTALES,,False,19,col_07,18,"JUZGADOS, JUZGADO PÚBLICO MIXTO INSTRUCCIÓ PENAL",False,Juzgado Público Mixto e Instrucción Penal,juzgado_publico_mixto_instruccion_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
1,4.1.5,113,ORURO,Cercado,Caracollo,False,9,col_07,1,CONCILIADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Oruro,2023,False
2,4.1.5,113,ORURO,Avaroa,Challapata,False,9,col_07,1,CONCILIADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Oruro,2023,False
5,4.1.5,113,ORURO,Litoral,Huachacalla,False,9,col_07,1,CONCILIADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Oruro,2023,False
7,4.1.5,113,ORURO,Pantaleón Dalence,Huanuni,False,9,col_07,1,CONCILIADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Oruro,2023,False
13,4.1.5,113,ORURO,TOTALES,,False,9,col_07,4,CONCILIADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Oruro,2023,False
4,4.1.6,114,POTOSI,Cornelio Saavedra,Betanzos,False,12,col_07,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Potosí,2023,False
5,4.1.6,114,POTOSI,Chayanta,Colquechaca,False,12,col_07,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Potosí,2023,False
9,4.1.6,114,POTOSI,Charcas,S.P. De Buena Vista,False,12,col_07,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Potosí,2023,False
11,4.1.6,114,POTOSI,Nor Chichas,Cotagaita,False,12,col_07,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Potosí,2023,False
15,4.1.6,114,POTOSI,Sud Chichas,Atocha,False,12,col_07,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Potosí,2023,False
24,4.1.6,114,POTOSI,TOTALES,,False,12,col_07,5,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Potosí,2023,False
5,4.1.7,115,TARIJA,Gran Chaco,Carapari,False,16,col_07,1,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Tarija,2023,False
6,4.1.7,115,TARIJA,Avilés,(Uriondo),False,16,col_07,1,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Tarija,2023,False
9,4.1.7,115,TARIJA,TOTALES,,False,16,col_07,2,TRIBUNALES JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Tarija,2023,False
1,4.1.8,116,SANTA CRUZ,Andrés Ibáñez,Cotoca,False,18,col_07,1,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
4,4.1.8,116,SANTA CRUZ,Warnes,Warnes,False,18,col_07,1,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
7,4.1.8,116,SANTA CRUZ,Ichilo,Yapacani1,False,18,col_07,1,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
15,4.1.8,116,SANTA CRUZ,Cordillera,Camiri2,False,18,col_07,1,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
18,4.1.8,116,SANTA CRUZ,Obispo Santiesteban,Montero,False,18,col_07,1,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
24,4.1.8,116,SANTA CRUZ,Manuel María Caballero,Comarapa,False,18,col_07,1,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
28,4.1.8,116,SANTA CRUZ,TOTALES,,False,18,col_07,6,JUZGADO PÚBLICO MIXTO DE SENTENCIA PENAL y SS,False,Juzgado Público Mixto y de Sentencia Penal,juzgado_publico_mixto_sentencia_penal,organo_judicial,,,,,,,,,Santa Cruz,2023,False
3,4.1.9,117,BENI,Gral. José Ballivián,Reyes,False,15,col_07,1,TIPO JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
5,4.1.9,117,BENI,Gral. José Ballivián,Rurrenabaque,False,15,col_07,1,TIPO JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
7,4.1.9,117,BENI,Moxos,San Ignacio,False,15,col_07,1,TIPO JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
8,4.1.9,117,BENI,Mamoré,San Joaquín,False,15,col_07,1,TIPO JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
9,4.1.9,117,BENI,Iténez,Magdalena,False,15,col_07,1,TIPO JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
10,4.1.9,117,BENI,TOTALES,,False,15,col_07,5,TIPO JUZGADO PÚBLICO MIXTO PARTIDO INSTRUCCI PENAL,False,"Juzgado Público Mixto, Partido e Instrucción Penal",juzgado_publico_mixto_partido_instruccion_penal,organo_judicial,,,,,,,,,Beni,2023,False
1,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE INSTRUCCIÓN,,False,11,col_08,25,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f001,Juzgados de Instrucción,juzgados_instruccion,juzgado,subtotal,f037,1,False,,2023,False
2,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_08,16,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f002,Juzgado de Instrucción Penal,juzgado_instruccion_penal,juzgado,detalle,f001,2,True,,2023,False
4,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Contra la Violencia hacia las mujeres,,False,11,col_08,6,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f004,Juzgado de Instrucción Contra la Violencia hacia las Mujeres,juzgado_instruccion_violencia_mujeres,juzgado,detalle,f001,2,True,,2023,False
5,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Anticorrupción,,False,11,col_08,3,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f005,Juzgado de Instrucción Anticorrupción,juzgado_instruccion_anticorrupcion,juzgado,detalle,f001,2,True,,2023,False
6,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE PARTIDO Y TRIBUNALES,,False,11,col_08,51,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f006,Juzgados de Partido y Tribunales,juzgados_partido_tribunales,otro,subtotal,f037,1,False,,2023,False
7,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Trabajo y Seguridad Social,,False,11,col_08,13,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f007,Juzgado de Partido del Trabajo y Seguridad Social,juzgado_partido_trabajo_seguridad_social,juzgado,detalle,f006,2,True,,2023,False
8,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Adm. Coactivo Fiscal Tributario,,False,11,col_08,3,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f008,Juzgado de Partido Adm. Coactivo Fiscal Tributario,juzgado_partido_adm_coactivo_fiscal_tributario,juzgado,detalle,f006,2,True,,2023,False
10,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal,,False,11,col_08,20,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f010,Juzgado de Sentencia Penal,juzgado_sentencia_penal,juzgado,detalle,f006,2,True,,2023,False
12,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_08,2,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f012,Juzgado de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_sentencia_anticorrupcion_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
14,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Perdida de Dominio,,False,11,col_08,1,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f014,Juzgado de Sentencia Penal y Pérdida de Dominio,juzgado_sentencia_penal_perdida_dominio,juzgado,detalle,f006,2,True,,2023,False
16,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia,,False,11,col_08,7,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f016,Tribunal de Sentencia,tribunal_sentencia,tribunal,detalle,f006,2,True,,2023,False
19,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Ejecución Penal,,False,11,col_08,4,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f019,Juzgado de Ejecución Penal,juzgado_ejecucion_penal,juzgado,detalle,f006,2,True,,2023,False
20,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Agroambientales,,False,11,col_08,1,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f020,Juzgado Agroambiental,juzgado_agroambiental,juzgado,detalle,f006,2,True,,2023,False
21,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS PUBLICOS,,False,11,col_08,53,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f021,Juzgados Públicos,juzgados_publicos,juzgado,subtotal,f037,1,False,,2023,False
22,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil y Comercial,,False,11,col_08,30,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f022,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,juzgado,detalle,f021,2,True,,2023,False
23,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Familia,,False,11,col_08,19,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f023,Juzgado Público de Familia,juzgado_publico_familia,juzgado,detalle,f021,2,True,,2023,False
24,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Niñez y Adolescencia,,False,11,col_08,4,DE LA SANTA CRUZ 133,False,Santa Cruz,ciudad_santa_cruz,otro,f024,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,juzgado,detalle,f021,2,True,,2023,False
