pagina_pdf,cuadro_id,titulo,primeras_lineas,tipo,capitulo,variante_etiqueta,seccion,orden_pagina,paginas_del_cuadro,rango_paginas,n_lineas,n_lineas_datos
574,6.2.1.2,CAUSAS RESUELTAS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE RESOLUCION POR,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 44 10 3 4 19 24 36 1 1 1 83 ¶ REINCORPORACIÓN 0 0 0 0 0 1 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,8,10,567-576,40,13
575,6.2.1.2,CAUSAS RESUELTAS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE RESOLUCION POR,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 3 0 0 0 0 0 0 0 0 0 3 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,9,10,567-576,40,13
576,6.2.1.2,CAUSAS RESUELTAS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE RESOLUCION POR,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 524 63 30 42 46 188 181 8 7 54 774 ¶ REINCORPORACIÓN 23 1 1 1 4 3 7 1 0 0 31 ¶ LAUDO ARBITRAL 0 0 1 0 0 0 1 1 0 0 2,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,10,10,567-576,40,13
577,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 5 0 0 0 0 0 0 0 5 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,1,10,577-586,40,13
578,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 5 0 1 0 0 1 0 2 3 ¶ REINCORPORACIÓN 1 0 0 0 0 1 0 1 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,2,10,577-586,40,13
579,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 95 36 2 0 5 3 0 46 49 ¶ REINCORPORACIÓN 3 1 0 0 0 0 0 1 2 ¶ LAUDO ARBITRAL 1 1 0 0 0 0 0 1 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,3,10,577-586,40,13
580,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 5 1 0 0 0 0 0 1 4 ¶ REINCORPORACIÓN 1 1 0 0 0 0 0 1 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,4,10,577-586,40,13
581,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 18 2 0 0 0 0 0 2 16 ¶ REINCORPORACIÓN 1 0 0 0 0 0 0 0 1 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,5,10,577-586,40,13
582,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 92 4 0 0 0 0 0 4 88 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,6,10,577-586,40,13
583,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 90 13 0 6 0 0 0 19 71 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,7,10,577-586,40,13
584,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 9 3 0 0 0 0 0 3 6 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,8,10,577-586,40,13
585,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 1 1 0 0 0 0 0 1 0 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,9,10,577-586,40,13
586,6.2.1.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 320 60 3 6 5 4 0 74 236 ¶ REINCORPORACIÓN 6 2 0 0 0 1 0 3 3 ¶ LAUDO ARBITRAL 1 1 0 0 0 0 0 1 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,10,10,577-586,40,13
587,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 1 0 0 0 0 0 0 0 1 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,1,10,587-596,38,13
588,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 4 2 0 0 0 0 0 2 2 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,2,10,587-596,38,13
589,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 32 18 0 0 0 1 0 19 13 ¶ REINCORPORACIÓN 1 1 0 0 0 0 0 1 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,3,10,587-596,38,13
590,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 2 2 0 0 0 0 0 2 0 ¶ REINCORPORACIÓN 4 2 0 0 1 0 0 3 1 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,4,10,587-596,38,13
591,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 11 4 0 0 0 0 0 4 7 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,5,10,587-596,38,13
592,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 62 15 0 0 0 0 0 15 47 ¶ REINCORPORACIÓN 2 0 0 0 0 1 0 1 1 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,6,10,587-596,38,13
593,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 63 40 0 9 0 0 1 50 13 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,7,10,587-596,38,13
594,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 0 0 0 0 0 0 0 0 0 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,8,10,587-596,38,13
595,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 0 0 0 0 0 0 0 0 0 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,9,10,587-596,38,13
596,6.2.1.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / FORMAS DE RESOLUCIÓN,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 175 81 0 9 0 1 1 92 83 ¶ REINCORPORACIÓN 7 3 0 0 1 1 0 5 2 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,10,10,587-596,37,13
597,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 3 5 8 1 7 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,1,10,597-606,28,13
598,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 1 0 1 0 1 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,2,10,597-606,28,13
599,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 13 44 57 10 47 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,3,10,597-606,28,13
600,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 0 0 0 0 0 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,4,10,597-606,28,13
601,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 2 7 9 0 9 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,5,10,597-606,28,13
602,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 189 54 243 5 238 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,6,10,597-606,28,13
603,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 86 100 186 133 53 ¶ REINCORPORACIÓN 0 4 4 4 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,7,10,597-606,28,13
604,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 0 5 5 3 2 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,8,10,597-606,28,13
605,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 0 1 1 1 0 ¶ REINCORPORACIÓN 0 0 0 0 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,9,10,597-606,28,13
606,6.2.1.5,CAUSAS EN EJECUCIÓN DE SENTENCIA EN MATERIA DEL TRABAJO Y SEGURIDAD SOCIAL / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 294 216 510 153 357 ¶ REINCORPORACIÓN 0 4 4 4 0 ¶ LAUDO ARBITRAL 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados de Partido en Materia de Trabajo y Seguridad Social de Provincias,10,10,597-606,28,13
607,6.3.1.1,Informes de Inicio de Investigación / Por: Distritos / Según: Movimiento Registrado / INFORMES DE,PENAL COMUN 195 32 476 703 28 223 55 208 189 ¶ ANTICORRUPCIÓN 16 4 5 25 2 2 2 10 9 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 170 19 456 645 42 72 33 280 218,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",1,3,607-609,39,12
608,6.3.1.1,Informes de Inicio de Investigación / Por: Distritos / Según: Movimiento Registrado / INFORMES DE,PENAL COMUN 159 11 539 709 29 349 15 249 67 ¶ ANTICORRUPCIÓN 4 0 7 11 1 7 0 1 2 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 46 6 199 251 2 65 3 139 42,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",2,3,607-609,44,16
609,6.3.1.1,Informes de Inicio de Investigación / Por: Distritos / Según: Movimiento Registrado / INFORMES DE,PENAL COMUN 832 36 1627 2495 37 938 29 218 1273 ¶ ANTICORRUPCIÓN 43 5 120 168 5 25 1 11 126 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 448 10 689 1147 21 192 30 188 716,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",3,3,607-609,39,12
610,6.3.1.2,Imputaciones Formales / Por: Distritos / Según: Movimiento Registrado / PROCESOS CON REMITIDOS A,PENAL COMUN 149 6 57 208 420 2 115 207 96 ¶ ANTICORRUPCIÓN 12 0 1 10 23 0 11 1 11 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 183 5 86 280 554 9 183 251 111,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",1,3,610-612,38,12
611,6.3.1.2,Imputaciones Formales / Por: Distritos / Según: Movimiento Registrado / PROCESOS CON REMITIDOS A,PENAL COMUN 151 8 289 249 697 21 275 239 162 ¶ ANTICORRUPCIÓN 4 0 0 1 5 0 0 2 3 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 62 7 25 139 233 1 97 58 77,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",2,3,610-612,43,16
612,6.3.1.2,Imputaciones Formales / Por: Distritos / Según: Movimiento Registrado / PROCESOS CON REMITIDOS A,PENAL COMUN 1412 21 319 1752 9 214 348 1181 ¶ ANTICORRUPCIÓN 70 5 20 95 5 39 15 36 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 624 18 130 772 12 238 159 363,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",3,3,610-612,44,15
613,6.3.1.3,CAUSAS RESUELTAS EN LA ETAPA PRELIMINAR / Por: Distritos / Según: Formas de Finalización de Competencia / OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA TOTAL DE,DE EXTINCIÓN DE PRESCRIPCIÓN - Por los Num. 1; 2 y EXCUSA O RECUSA 2021 Y ¶ PENAL COMUN 208 16 223 39 0 0 25 3 0 514 ¶ ANTICORRUPCIÓN 10 0 2 2 0 0 2 0 0 16,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",1,3,613-615,37,13
614,6.3.1.3,CAUSAS RESUELTAS EN LA ETAPA PRELIMINAR / Por: Distritos / Según: Formas de Finalización de Competencia / OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA TOTAL DE,DE EXTINCIÓN DE PRESCRIPCIÓN - Por los Num. 1; 2 y EXCUSA O RECUSA 2021 Y ¶ PENAL COMUN 249 7 349 8 0 0 28 1 0 642 ¶ ANTICORRUPCIÓN 1 0 7 0 0 0 1 0 0 9,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",2,3,613-615,42,17
615,6.3.1.3,CAUSAS RESUELTAS EN LA ETAPA PRELIMINAR / Por: Distritos / Según: Formas de Finalización de Competencia / OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA TOTAL DE,DE EXTINCIÓN DE PRESCRIPCIÓN - Por los Num. 1; 2 y EXCUSA O RECUSA 2021 Y ¶ PENAL COMUN 218 16 938 13 0 0 29 8 0 1222 ¶ ANTICORRUPCIÓN 11 1 25 0 0 0 4 1 0 42,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",3,3,613-615,37,13
616,6.3.1.4,CAUSAS RESUELTAS EN ETAPA PREPARATORIA / Por: Distritos / Según: Formas de Finalización de Competencia / SALIDAS ALTERNATIVAS OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIAS,PENAL COMUN 115 60 73 32 5 27 5 5 0 2 0 324 ¶ ANTICORRUPCIÓN 11 0 0 0 0 1 0 0 0 0 0 12 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 183 85 12 121 4 23 1 5 6 3 0 443,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",1,3,616-618,38,12
617,6.3.1.4,CAUSAS RESUELTAS EN ETAPA PREPARATORIA / Por: Distritos / Según: Formas de Finalización de Competencia / SALIDAS ALTERNATIVAS OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIAS,PENAL COMUN 275 26 68 46 19 45 35 0 20 0 1 0 ¶ ANTICORRUPCIÓN 0 0 0 0 0 2 0 0 0 0 0 2 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 97 22 0 22 3 9 2 0 1 0 0 156,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",2,3,616-618,43,16
618,6.3.1.4,CAUSAS RESUELTAS EN ETAPA PREPARATORIA / Por: Distritos / Según: Formas de Finalización de Competencia / SALIDAS ALTERNATIVAS OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIAS,PENAL COMUN 214 167 73 12 53 40 3 0 4 5 0 571 ¶ ANTICORRUPCIÓN 39 11 1 0 1 1 1 0 0 5 0 59 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 238 59 1 1 73 24 1 0 8 4 0 409,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",3,3,616-618,38,12
619,6.3.1.5,Medidas Cautelares de carácter personal - Real / Por: Distritos / Según: Tipo de Trámites / TOTAL,PENAL COMUN 27 31 7 65 10 38 ¶ ANTICORRUPCIÓN 2 0 0 2 1 1 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 102 66 1 169 58 60,cuadro,6,Cuadro Nro.,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Provincias",1,3,619-621,32,12
