pagina_pdf,cuadro_id,titulo,primeras_lineas,tipo,capitulo,variante_etiqueta,seccion,orden_pagina,paginas_del_cuadro,rango_paginas,n_lineas,n_lineas_datos
200,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,2,11,199-209,72,24
201,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,3,11,199-209,72,24
202,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,4,11,199-209,71,24
203,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 2 2 1 0 0 1 0 0 2 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,5,11,199-209,71,24
204,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,6,11,199-209,71,24
205,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 1 1 1 0 0 0 0 0 1 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,7,11,199-209,72,24
206,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,8,11,199-209,73,24
207,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,9,11,199-209,74,24
208,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,10,11,199-209,73,24
209,5.1.2.3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 1 1 0 0 0 0 0 1 1 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 4 4 2 0 0 1 0 0 3 1,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,11,11,199-209,74,24
210,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,1,11,210-220,68,24
211,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,2,11,210-220,68,24
212,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,3,11,210-220,69,24
213,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,4,11,210-220,68,24
214,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,5,11,210-220,68,24
215,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,6,11,210-220,68,24
216,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,7,11,210-220,68,24
217,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 1 1 0 0 0 0 0 0 0 1 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,8,11,210-220,68,24
218,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,9,11,210-220,68,24
219,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 0 0 0 0 0 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,10,11,210-220,67,24
220,5.1.2.4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS DE SALAS A JUZGADOS,EMANCIPACION POR DESACUERDO 1 1 0 0 0 0 0 0 0 1 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,11,11,210-220,66,24
221,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 1 1 0 1,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,1,11,221-231,46,24
222,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 2 2 4 1 3,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,2,11,221-231,47,24
223,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 1 1 0 1 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 2 7 9 5 4,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,3,11,221-231,47,24
224,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 1 0 1 1 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 2 2 0 2,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,4,11,221-231,47,24
225,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 3 2 5 3 2,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,5,11,221-231,47,24
226,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 1 1 1 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 4 4 0 4,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,6,11,221-231,47,24
227,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,7,11,221-231,47,24
228,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 5 5 5 10,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,8,11,221-231,47,24
229,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 3 3 0 3,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,9,11,221-231,47,24
230,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 0 0 0 0 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 0 0 0 0 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,10,11,221-231,47,24
231,5.1.2.5,CAUSAS EN EJECUCIÓN DE SENTENCIA / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / CAUSAS EN EJECUCIÓN DE SENTENCIA,EMANCIPACION POR DESACUERDO 1 0 1 1 0 ¶ CONSTITUCIÓN DEL PATRIMONIO FAMILIAR 0 2 2 1 1 ¶ AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES 7 26 33 14 29,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,11,11,221-231,46,24
232,5.1.2.6,DEMANDAS NUEVAS DENTRO DE UN PROCESO / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,INCREMENTO DE ASISTENCIA FAMILIAR 62 444 506 426 80 ¶ DISMINUCIÓN DE ASISTENCIA DE FAMILIA 22 137 159 138 21 ¶ DENTRO DE UN CESACIÓN DE LA ASISTENCIA FAMILIAR 52 354 406 342 64,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,1,3,232-234,48,28
233,5.1.2.6,DEMANDAS NUEVAS DENTRO DE UN PROCESO / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,INCREMENTO DE ASISTENCIA FAMILIAR 82 193 275 160 115 ¶ DISMINUCIÓN DE ASISTENCIA DE FAMILIA 48 95 143 74 69 ¶ DENTRO DE UN CESACIÓN DE LA ASISTENCIA FAMILIAR 101 193 294 158 136,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,2,3,232-234,48,28
234,5.1.2.6,DEMANDAS NUEVAS DENTRO DE UN PROCESO / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,INCREMENTO DE ASISTENCIA FAMILIAR 1 30 31 23 8 ¶ DISMINUCIÓN DE ASISTENCIA DE FAMILIA 0 11 11 6 5 ¶ DENTRO DE UN CESACIÓN DE LA ASISTENCIA FAMILIAR 7 18 25 9 16,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,3,3,232-234,39,21
235,5.1.2.7,DEMANDAS RESUELTOS POR CONCILIACION / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 87 26 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 64 11 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 67 14,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,1,4,235-238,34,3
236,5.1.2.7,DEMANDAS RESUELTOS POR CONCILIACION / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 93 54 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 64 32 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 32 1,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,2,4,235-238,34,3
237,5.1.2.7,DEMANDAS RESUELTOS POR CONCILIACION / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 10 7 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 66 51 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,3,4,235-238,34,3
238,5.1.2.7,DEMANDAS RESUELTOS POR CONCILIACION / Por: Ciudades y Tipo de Incidente / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 4 4 ¶ UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA 487 200,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,4,4,235-238,26,2
239,5.1.3.1,PERMISOS DE VIAJES AL EXTERIOR / Por: Ciudades / Según: Movimiento Registrado / PERMISOS AUTORIZADOS SEGÚN LAS PERSONAS,SUCRE 3 2099 96 973 188 191 112 415 124 248 277 1176 45 353 2099 ¶ LA PAZ 4 7088 252 2646 275 65 117 643 3090 453 452 1257 490 397 3049 ¶ EL ALTO 2 1592 45 697 103 35 41 560 111 90 214 1012 90 185 1591,cuadro,5,Cuadro Nro.,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,1,1,239,43,11
240,5.1.3.2,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO CAUSAS QUE,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA 1 0 11 12 11 1 ¶ EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA 20 0 62 82 65 17 ¶ INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL 0 0 2 2 2 0,cuadro,5,Cuadro Nro.,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,1,11,240-250,54,26
241,5.1.3.2,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO CAUSAS QUE,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA 44 0 45 89 38 51 ¶ EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA 146 0 74 220 85 135 ¶ INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL 6 0 4 10 0 10,cuadro,5,Cuadro Nro.,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,2,11,240-250,54,26
242,5.1.3.2,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO CAUSAS QUE,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA 9 0 14 23 3 20 ¶ EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA 37 0 32 69 11 58 ¶ INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL 1 0 0 1 1 0,cuadro,5,Cuadro Nro.,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,3,11,240-250,54,26
243,5.1.3.2,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO CAUSAS QUE,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA 11 0 17 28 22 6 ¶ EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA 65 0 135 200 134 66 ¶ INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL 2 0 0 2 1 1,cuadro,5,Cuadro Nro.,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,4,11,240-250,54,26
244,5.1.3.2,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO CAUSAS QUE,SUSPENSIÓN DE LA AUTORIDAD MATERNA O PATERNA 2 0 6 8 7 1 ¶ EXTINCIÓN DE LA AUTORIDAD MATERNA O PATERNA 23 0 91 114 88 26 ¶ INFRACCIONES A NORMAS DE PROTECCIÓN LABORAL Y SOCIAL 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto,5,11,240-250,54,26
