firma,cuadros,paginas,n_paginas,pagina_referencia,n_columnas,columna,encabezado_pdf,titulo_pagina
2923e75e74,5.3.2.2,365-367,3,365,11,2,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: UN / DEMANDADOS VARIOS / DELITO,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,3,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: VARIOS / DEMANDADOS UN / DELITOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,4,SENTENCIAS: VARIOS / DEMANDADOS VARIOS / DELITOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,5,TOTAL DE CAUSAS / ATENDIDAS EN LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,6,SENTENCIA / CONDENATORIA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,7,SENTENCIA / ABSOLUTORIA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,8,SENTENCIA MIXTA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,9,SENTENCIA POR / PROCEDIMIENTO / ABREVIADO,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,10,TOTAL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,11,SENTENCIAS / EJECUTORIADAS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,1,Ciudades y Tipo de Acción / Formas de Finalización de Competencia / FORMAS DE FINALIZACIÒN DE LOS PROCESSO / FORMAS DE RESOLUCIÓN / SENTENCIA POR PROCESAMIENTO COMÙN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,2,Formas de Finalización de Competencia / FORMAS DE FINALIZACIÒN DE LOS PROCESSO / FORMAS DE RESOLUCIÓN / SENTENCIA POR PROCESAMIENTO PRIVADO,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,3,Formas de Finalización de Competencia / FORMAS DE FINALIZACIÒN DE LOS PROCESSO / DESISTIMIENTO,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,4,FORMAS DE FINALIZACIÒN DE LOS PROCESSO / RETRACTACIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,5,OTRAS FORMAS DE CONCLUSIÓN DEL PROCESO / CONCILIACIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,6,OTRAS FORMAS DE CONCLUSIÓN DEL PROCESO / DEL / SUSPENSION CONDICIONAL PROCESO,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,7,OTRAS FORMAS DE CONCLUSIÓN DEL PROCESO / CRITERIO OPORTUNIDAD / DE,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,8,LA EL / DE / DESESTIMACIÓN DEMANDA POR JUEZ,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,9,DE / DE LA / OTRAS FORMAS EXTINCIÓN ACCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,10,OTRAS FORMAS DE PERDIDA DE / E / DECLINATORIA INHIBITORIA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,11,OTRAS FORMAS DE PERDIDA DE / COMPETENCIAS / EXCUSA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,12,OTRAS FORMAS DE PERDIDA DE / RECUSA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
7f20ce7074,5.3.2.3,368-370,3,368,13,13,TOTAL DE CAUSAS / RESUELTAS EN LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,1,NÚMERO DE JUZGADOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,2,JUICIOS PENDIENTES AL INICIO DE LA GESTION / PROGRAMADOS AL / INICIAR LA GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,3,JUICIOS PENDIENTES AL INICIO DE LA GESTION / DECLARADOS / REBELDES AL INICIO LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,4,JUICIOS REALIZADOS / (NUEVAS INGRESADAS + / PENDIENTES),"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,5,JUICIOS REALIZADOS / DECLARADOS REBELDE EN / JUICIO DE UNO O MÁS DE / LOS IMPUTADOS EN LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,6,JUICIOS PROGRAMADOS / PARA LA SIGUIENTE / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
df0c527f7a,5.3.2.4,371-371,1,371,7,7,JUICIOS DECLARADOS / REBELDES EN LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,1,NÚMERO DE / JUZGADOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,2,TOTAL / OTROS / TRÁMITES,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,3,(DECLARATORIA DE / REBELDIA - / ANTICORRUPCIÓN) / DECLARADOS REBELDES DECLARADOS / AL FINALIZAR LA GESTIÓN REBELDES AL,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,4,(DECLARATORIA DE / REBELDIA - VIOLENCIA / CONTRA LA MUJER Y / PENAL COMÚN) / DECLARADOS REBELDES DECLARADOS / AL FINALIZAR LA GESTIÓN REBELDES AL / FINALIZAR LA GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,5,MEDIDAS DE / PROTECCIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,6,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / MEDIDAS DE / SEGURIDAD","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,7,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / SANCIONES / ALTERNATIVAS","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,8,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / ANOTACIÓN / PREVENTIVA","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,9,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / INCAUTACIÓN","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,10,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / CONFISCACI","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,11,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / EXHORTOS Y / ORDENES / INSTRUIDAS","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,12,"OTRAS ACTUACIONES EN LA GESTION 2023, SEGÚN ATRIBUCIONES DE LOS JUZGADOS DE SENTENCIA / MANDAMIENTOS MANDAMIENTOS DECLARADOS / DE CONDENA","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,13,MANDAMIENTOS MANDAMIENTOS DECLARADOS / DE LIBERTAD,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,14,(DECLARATORIA OTRAS / DE REBELDIA) / MANDAMIENTOS MANDAMIENTOS DECLARADOS / REBELDES AL / FINALIZAR LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
b8513e5ec5,5.3.2.5,372-372,1,372,15,15,RESOLUCIONES / CONTEMPLADAS / EN CUADROS / ANTERIORES,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,1,NÚMERO DE / JUZGADOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,2,RECURSOS DE / APELACIÓN NUEVOS / INTERPUESTOS EN LA / GESTION,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,3,CONFIRMADAS / TOTALMENTE,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,4,SEGÚN LA FORMA EN QUE FUERON RESUELTAS / CONFIRMADAS / PARCIALMENTE,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,5,RECURSOS DE APELACIÓN DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTAS / REVOCADAS / TOTALMENTE,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,6,SEGÚN LA FORMA EN QUE FUERON RESUELTAS / REVOCADAS / PARCIALMENTE,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,7,ANULADOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,8,TOTAL DEVUELTAS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5b515d9dbb,5.3.2.6,373-374,2,373,9,9,PENDIENTES,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,1,Movimiento Registrado / CAUSAS / PENDIENTES AL / INICIO DE LA / GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,2,CAUSAS RECIBIDAS / POR EXCUSA O / RECUSACIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,3,CAUSAS / INGRESADAS POR / REENVÍO / (declinatoria de / competencia de otros / juzgados),"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,4,OTRAS FORMA DE / INGRESO DE / CAUSAS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,5,CAUSAS NUEVAS / INGRESADAS EN / LA GESTION,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,6,TOTAL DE / CAUSAS / ATENDIDAS (Es / la suma de totas / las casillas / anteriores),"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,7,CAUSAS / REMITIDAS POR / EXCUSA Y / RECUSACIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,8,CAUSAS / REMITIDAS / POR OTRAS / FORMAS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,9,CAUSAS / RESUELTAS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,10,CAUSAS / PENDIENTES / PARA LA / SIGUIENTE / GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
5bcba9e73f,5.3.3.1,375-377,3,375,11,11,PROCESOS CON / DECLARACIÓN DE / REBELDIA,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,1,Movimiento Registrado / SENTENCIAS: / UN / DEMANDADO / UN DELITO,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,2,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: UN / DEMANDADO / VARIOS DELITOS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,3,POR EL NUMERO DE DEMANDADO Y DELITOS / SENTENCIAS: / VARIOS / DEMANDADOS UN / DELITO,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,4,SENTENCIAS: / VARIOS / DEMANDADOS / VARIOS DELITOS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,5,TOTAL,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,6,TIPO DE SENTENCIA POR PROCEDIMIENTO COMÚN / CONDENATORIAS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,7,TIPO DE SENTENCIA POR PROCEDIMIENTO COMÚN / ABSOLUTORIA (Condenatorias - / S,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,8,TIPO DE SENTENCIA POR PROCEDIMIENTO COMÚN / MIXTAS / ABSOLUTORIA (Condenatorias - / Absolutoria),"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,9,SENTENCIA POR / PROCEDIMIENT / O ABREVIADO,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
a2454a3775,5.3.3.1,378-380,3,378,10,10,TOTAL / SENTENCIAS / EMITIDAS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,1,Formas de Resolución / SENTENCIAS / POR / TRIBUNALES PROCEDIMIENT PROCEDIMIENT CONDICIONAL OPORTUNIDA / O COMUN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,2,SENTENCIA / POR / TRIBUNALES PROCEDIMIENT PROCEDIMIENT CONDICIONAL OPORTUNIDA / O ABREAVIADO DEL PROCESO,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,3,SUSPENSION CRITERIOS DE / TRIBUNALES PROCEDIMIENT PROCEDIMIENT CONDICIONAL OPORTUNIDA / O ABREAVIADO DEL PROCESO,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,4,SUSPENSION CRITERIOS DE / TRIBUNALES PROCEDIMIENT PROCEDIMIENT CONDICIONAL OPORTUNIDA / D,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,5,OTRAS FORMAS DE RESOLUCION / CONCILIACIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,6,OTRAS FORMAS DE RESOLUCION / EXTINCIÓN DE / LA ACCIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,7,OTRAS FORMAS DE RESOLUCION / EXCUSA,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,8,RECUSA,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,9,"OTROS / Retiro de / acusación, / declinatoria o / Inhibitoria","Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
77bfe883a5,5.3.3.2,381-383,3,381,10,10,TOTAL,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,1,Ciudades / Formas de Resolución de Causas / NUMERO DE TRIBUNALES,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,2,Formas de Resolución de Causas / (M.C - PERSONAL) EN / LA QUE SE DISPUSO LA / DETENCIÓN / PREVENTIVA / EN LA GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,3,(M.C - PERSONAL) / EN LA QUE DISPUSO / MEDIDAS / SUSTITUTIVAS / EN LA GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,4,TIPOS DE OTROS TRÁMITES DE SU COMPETENCIA / (M.C) DE CARACTER / REAL DISPUESTA EN LA / GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,5,TIPOS DE OTROS TRÁMITES DE SU COMPETENCIA / TOTAL EN LA GESTIÓN / (Es la suma de las / casillas anteriores),"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,6,TOTAL DETENIDOS / PREVENTIVOS / AL FINAL DE LA / GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1b1ead728c,5.3.3.3,384-384,1,384,7,7,TOTAL / BENEFICIADOS / CON MEDIDAS / SUSTITUTIVAS / AL FINAL DE LA / GESTIÓN,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
3822024aad,5.3.3.4,385-385,1,385,13,1,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / Ciudades / Tipo de Trámites / NUMERO DE / TRIBUNALES",
3822024aad,5.3.3.4,385-385,1,385,13,2,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / Tipo de Trámites / TOTAL",
3822024aad,5.3.3.4,385-385,1,385,13,3,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / MEDIDAS DE / PROTECCIÓ / N",
3822024aad,5.3.3.4,385-385,1,385,13,4,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / MEDIDAS DE / SEGURIDAD",
3822024aad,5.3.3.4,385-385,1,385,13,5,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / SANCIONES ANOTACIÓN / ALTERNATI PREVENTIV",
3822024aad,5.3.3.4,385-385,1,385,13,6,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / SANCIONES ANOTACIÓN / ALTERNATI PREVENTIV",
3822024aad,5.3.3.4,385-385,1,385,13,7,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / INCAUTACIÓ CONFISCACI",
3822024aad,5.3.3.4,385-385,1,385,13,8,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / INCAUTACIÓ CONFISCACI",
3822024aad,5.3.3.4,385-385,1,385,13,9,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / EXHORTOS / Y ORDENES / INSTRUIDAS",
3822024aad,5.3.3.4,385-385,1,385,13,10,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / SOLICITUDE / S DE / EXTRADICIÓ",
3822024aad,5.3.3.4,385-385,1,385,13,11,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / MANDAMIEN MANDAMIENT / TOS DE / CONDENA",
3822024aad,5.3.3.4,385-385,1,385,13,12,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto / MANDAMIEN MANDAMIENT / OS DE / LIBERTAD",
3822024aad,5.3.3.4,385-385,1,385,13,13,OTRAS / RESOLUSIONES / CONTEMPLADAS EN / CUADROS / ANTERIORES,
fd777a4cd7,5.3.3.5,386-387,2,386,9,1,NUMERO DE / TRIBUNALES,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,2,RECURSOS / DE / APELACIÓN / NUEVOS / INTERPUESTO / S AL / TRIBUNAL,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,3,CONFIRMADAS / TOTALMENTE,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,4,"RECURSOS DE APELACIÓN DEVUELTOS AL TRIBUNAL, / SEGÚN LA FORMA EN QUE FUERON RESUELTOS / CONFIRMADAS / PARCIALMENTE","Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,5,"RECURSOS DE APELACIÓN DEVUELTOS AL TRIBUNAL, / SEGÚN LA FORMA EN QUE FUERON RESUELTOS / REVOCADAS / TOTALMENTE","Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
