firma,cuadros,paginas,n_paginas,pagina_referencia,n_columnas,columna,encabezado_pdf,titulo_pagina
fb895ae316,5.1.3.4,262-272,9,262,9,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
fb895ae316,5.1.3.4,262-272,9,262,9,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
fb895ae316,5.1.3.4,262-272,9,262,9,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
fb895ae316,5.1.3.4,262-272,9,262,9,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
fb895ae316,5.1.3.4,262-272,9,262,9,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
fb895ae316,5.1.3.4,262-272,9,262,9,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
fb895ae316,5.1.3.4,262-272,9,262,9,9,PENDIENTES DE / DEVOLUCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,1,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,2,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REVOCADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,7,SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / REPUESTAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a389719c5f,5.1.3.4,265-268,2,265,9,9,PENDIENTES DE / DEVOLUCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,1,TOTAL DE / APELACIONES / REMITIDOS EN / LA PRESENTE / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,2,CONFIRMADAS TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,3,CONFIRMADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,4,FORMAS DE RESOLUCIÓN / REVOCADAS TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,5,FORMAS DE RESOLUCIÓN / REVOCADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,6,ANULADAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,7,REPUESTAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,8,TOTAL DE / APELACIONES / DEVUELTAS / EN LA / PRESENTE / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
97f6b3d26e,5.1.3.5,273-283,11,273,9,9,PENDIENTES DE / DEVOLUCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,1,NÚMERO DE / JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,2,RECURSOS DE / APELACIÓN NUEVOS / INTERPUESTOS AL / JUZGADO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,3,"RECURSOS DE APELACION DEVUELTOS AL JUZGADO , SEGÚN LA FORMA / EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / IMPROCEDENTE",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,4,"RECURSOS DE APELACION DEVUELTOS AL JUZGADO , SEGÚN LA FORMA / EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / INFUNDADO",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,5,"RECURSOS DE APELACION DEVUELTOS AL JUZGADO , SEGÚN LA FORMA / EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / ANULADO",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,6,"RECURSOS DE APELACION DEVUELTOS AL JUZGADO , SEGÚN LA FORMA / EN QUE FUERON RESUELTOS POR LA INSTANCIA SUPERIOR / CONFIRMANDO LA / SENTENCIA",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,7,TOTAL DEVUELTAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
70422ee20f,5.1.3.6,284-284,1,284,8,8,PENDIENTES,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a21838848a,5.1.3.7,285-295,11,285,5,1,PENDIENTES AL / INICIO DE GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a21838848a,5.1.3.7,285-295,11,285,5,2,NUEVAS EN / EJECUCIÓN DE / SENTENCIA,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a21838848a,5.1.3.7,285-295,11,285,5,3,MOVIMIENTO REGISTRADO / TOTAL CAUSAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a21838848a,5.1.3.7,285-295,11,285,5,4,TERMINADAS EN LA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
a21838848a,5.1.3.7,285-295,11,285,5,5,PENDIENTES PARA / LA PRÓXIMA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,1,NÚMERO DE / JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,2,CAUSAS / PENDIENTES AL / COMIENZO DE LA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,3,CAUSAS / NUEVAS / INGRESADAS / EN LA GESTION / 2023,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,4,"CAUSAS / RECIBIDAS DE / OTROS / JUZGADOS / (POR EXCUSA, / RECUSA, / DECLINATORIA / , / ACUMULACIÓN, / ETC.)",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,5,TOTAL DE / CAUSAS / ATENTIDAS / EN LA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,6,"CAUSAS / CONCLUIDAS CON / RECHAZO DE LA / DENUNCIA / (proveniente del / campo 13,7)",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,7,REPARACIÓN / DE DAÑO O / CONCILIACIÓN 299LEY 548,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,8,REMISIÓN / ART. / CONCILIACIÓN 299LEY 548,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,9,CAUSAS QUE / MERECIERON / INPUTACIÓN / FORMAL,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,10,"REMITIDOS A / OTROS / JUZGADOS POR / FINALIZACIÓN DE / COMPETENCIA / (excusa, recusa y / reenvio y / declinatoria)",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,11,CAUSAS SIN / IMPUTACIÓN / FORMAL / PENDIENTES / PARA LA / SIGUIENTE / GESTION,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
33a9d46719,5.1.3.8,296-296,1,296,12,12,PROCESOS CON / REBELDIA,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,1,NÚMERO DE / JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,2,CAUSAS CON / IMPUTACIÓN / FORMAL / PENDIENTES AL / INCIO DE LA / GESTION,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,3,CAUSAS QUE / MERECIERON / IMPUTACIÓN / FORMAL,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,4,"CAUSAS RECIBIDAS / DE OTROS / JUZGADOS CON / IMPUTACIÓN / FORMAL (POR / EXCUSA, RECUSA, / DECLINATORIA, / ACUMULACIÓN, ETC.)",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,5,TOTAL DE / CAUSAS CON / IMPUTACIÓN / FORMAL / ATENTIDAS EN / LA GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,6,SALIDAS ALTERNATIVAS / CONCILIACIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,7,SALIDAS ALTERNATIVAS / REPARACIÓN / DEL DAÑO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,8,SALIDAS ALTERNATIVAS / SOBRESEIMI / ENTO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,9,TERMINACIÓN / ANTICIPADA DEL / PROCESO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,10,CAUSAS QUE / MERECIERON / ACUSACIÓN / FORMAL,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,11,CAUSAS / CONCLUIDAS POR / EXTINCIÓN O / PRESCRIPCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,12,REMITIDOS A / OTROS / JUZGADOS / POR / FINALIZACIÓN / DE / COMPETENCIA,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,13,CAUSAS CON / IMPUTACIÓN / FORMAL / PENDIENTES / PARA LA / SIGUIENTE / GESTION,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
6c7cbe991d,5.1.3.9,297-297,1,297,14,14,PROCESOS / CON / REBELDIA,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,1,NÚMERO DE / JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,2,REMISIÓN ART. / 299 LEY 548,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,3,SALIDAS ALTERNATIVAS / CONCILIACIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,4,SALIDAS ALTERNATIVAS / REPARACIÓN / DEL DAÑO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,5,OTROS REQUERIMIENTOS CONCLUSIVOS / SOBRESEIMIE DESESTIMACIÓ / NTO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,6,OTROS REQUERIMIENTOS CONCLUSIVOS / SOBRESEIMIE DESESTIMACIÓ / N,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,7,OTROS REQUERIMIENTOS CONCLUSIVOS / TERMINACIÓN / ANTICIPADA / DEL PROCESO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,8,FORMAS DE / CONCLUSIÓN / EXTINCIÓN O / PRESCRIPCIÓ / N DE LA / ACCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
e6868ad555,5.1.3.10,298-298,1,298,9,9,TOTAL,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,1,Formas de Resolución / NÚMERO DE / JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,2,CAUSAS / PENDIENTES / CON / ACUSACIÓN / FORMAL,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,3,CAUSAS QUE / MERECIERON / ACUSACIÓN / FORMAL EN LA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,4,"CAUSAS RECIBIDAS / DE OTROS / JUZGADOS CON / ACUSACIÓN FORMAL / (POR EXCUSA, / RECUSA, / DECLINATORIA, / ACUMULACIÓN, ETC.)",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,5,TOTAL DE / CAUSAS CON / ACUSACIÓN / FORMAL / ATENDIDAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,6,REMISIÓN / ART. 299 LEY / 548,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,7,CAUSAS / CONCLUIDAS / CON / SENTENCIA EN / JUICIO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,8,REPARACIÓN / DE DAÑO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,9,CONCILIACIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,10,TERMINACIÓN / ANTICIPADA,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,11,CAUSAS / CONCLUIDAS / POR EXTINCIÓN / O / PRESCRIPCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,12,"CAUSAS / REMITIDAS POR / FINALIZACION DE / COMPETENCIA / (Excusa, Recusa y / Reenvio y / declinatoria)",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,13,TOTAL DE / CAUSAS CON / ACUSACIÓN / FORMAL / PENDIENTES / PARA LA / SIGUIENTE / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
23aa952c95,5.1.3.11,299-299,1,299,14,14,PROCESOS / CON / REBELDIA,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,1,NÚMERO DE JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,2,CONDENATORIAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,3,ABSOLUTORIAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,4,NUMERO DE SENTENCIA DICTADAS EN LA GESTIÓN / MIXTAS (Condenatorias - / Absolutoria),Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,5,NUMERO DE SENTENCIA DICTADAS EN LA GESTIÓN / TOTAL SENTENCIAS / EMITIDAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,6,TOTAL DE SENTENCIAS / EJECUTORIADAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
1c1caf5c19,5.1.3.12,300-300,1,300,7,7,TOTAL DE CAUSAS / PENDIENTES CON / SENTENCIA (NO / EJECUTORIADA),Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,1,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO Y EFECTO DEVOLUTIVO SEGÚN COMO FUERON DEVUELTAS POR LA INSTANCIA SUPERIOR / Ciudades y Juzgados / Formas de Resolución / NÚMERO DE JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,2,"RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO Y EFECTO DEVOLUTIVO SEGÚN COMO FUERON DEVUELTAS POR LA INSTANCIA SUPERIOR / RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO, / NUEVOS / INTERPUESTOS AL / JUZGADO",Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO Y EFECTO DEVOLUTIVO SEGÚN COMO FUERON DEVUELTAS POR LA INSTANCIA SUPERIOR / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA / CONFIRMADO / TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO Y EFECTO DEVOLUTIVO SEGÚN COMO FUERON DEVUELTAS POR LA INSTANCIA SUPERIOR / RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA / CONFIRMADO / PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA / INSTANCIA SUPERIOR / REVOCADO / TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA / REVOCADO / PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,7,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA / ANULATORIO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,8,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA / REPOSITORIO,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,9,TOTAL / DEVUELTAS,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
bd650084c5,5.1.3.9,301-302,2,301,10,10,RECURSOS DE / APELACIÓN / PENDIENTES,Juzgados Públicos de la Niñez y Adolescencia de Ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,1,FORMAS DE / RESOLUCIÓN / CON SENTENCIA,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,2,FORMAS DE RESOLUCIÓN CON AUTO / DESISTIMIENTO,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,3,FORMAS DE RESOLUCIÓN CON AUTO / DEFINITIVO / DE LA / RETIRO DEMANDA,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,4,FORMAS DE RESOLUCIÓN CON AUTO / DEFINITIVO / ABANDONADAS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,5,FORMAS DE RESOLUCIÓN CON AUTO / RECHAZADAS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,6,OTROS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,7,TOTAL AUTOS / DEFINITIVOS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,8,FORMAS DE RESOLUCION POR / FINALIZACIÓN DE COMPETENCIA / EXCUSA,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,9,FORMAS DE RESOLUCION POR / FINALIZACIÓN DE COMPETENCIA / RECUSA,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,10,FORMAS DE RESOLUCION POR / FINALIZACIÓN DE COMPETENCIA / OTROS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5d44212cc0,5.2.1.2,309-314,6,309,11,11,TOTAL CAUSAS / RESUELTAS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,1,RECURSOS DE / APELACIONES EN / EFECTO SUSPENSIVO / NUEVOS / INTERPUESTOS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,2,CONFIRMADAS TOTALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,3,CONFIRMADAS PARCIALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,4,FORMAS DE RESOLUCIÓN / REVOCADAS TOTALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,5,FORMAS DE RESOLUCIÓN / REVOCADAS PARCIALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,6,ANULADAS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,7,REPOSITORIO,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,8,TOTAL DE / APELACIONES / DEVUELTAS EN LA / PRESENTE GESTIÓN,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5489e8bc5e,5.2.1.3,315-320,6,315,9,9,PENDIENTES,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
