cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso_extraido,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,readecuadas_ley_439,recibidas_excusa_recusacion,preliminares_formalizados,cautelares_formalizados,nuevas_ingresadas,atendidas,resueltas,pendientes_fin,pendientes_inicio,conciliacion,num_juzgados,recibidas_otros_juzgados,concluidas_rechazo_denuncia,reparacion_dano_conciliacion,remision_art_299_ley_548,merecieron_imputacion_formal,remitidas_finalizacion_competencia,procesos_rebeldia,reparacion_dano,sobreseimiento,terminacion_anticipada,merecieron_acusacion,concluidas_extincion_prescripcion,concluidas_sentencia_juicio,remitidas_otros_juzgados,concluidas_otras_formas,imputacion_directa_procedimiento_inmediato,otras_formas_finalizacion,recibidas_declinatoria_inhibitoria,ingresadas_conversion_acciones,otras_formas_conclusion,resueltas_sentencia,ingresadas_reenvio,otras_formas_ingreso,remitidas_excusa_recusacion,remitidas_otras_formas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,etapa_proceso_fuente,contexto_accion_penal,gestion,revisado_manual,territorio,tipo_elemento_analitico,recurso_juzgados_publicados,recurso_tribunales_publicados,recurso_salas_publicadas,recurso_conciliadores_publicados,recurso_otros_organos_publicados,recursos_clasificacion_completa,personal_cuadro_origen,personal_pagina_pdf,personal_distrito,personal_gestion,personal_items_mujer,personal_items_varon,personal_items_acefalias,personal_items_total,personal_remun_mujer,personal_remun_varon,personal_remun_acefalias,personal_remun_total,personal_nivel_geografico,personal_metodo_seleccion,estado_gestion,ingresos_totales,tasa_resolucion,tasa_resolucion_solo_nuevas,tasa_congestion,tasa_pendencia,duracion_estimada_dias,acumulacion_neta_anual,flag_acumula_mora,flag_sin_resolucion_anual,flag_sin_movimiento,atendidas_por_item_personal,atendidas_por_juzgado_territorio
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,detalle,15,8,3,0,0,0,10,13,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,13.0,0.6923076923076923,0.9,1.4444444444444444,0.3076923076923077,162.2222222222222,4.0,True,False,False,0.07142857142857142,0.6190476190476191
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,RENUNCIA DE HERENCIA,RENUNCIA DE HERENCIA,detalle,16,8,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.005494505494505495,0.047619047619047616
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,SUCESIÓN DE ESTADO,SUCESIÓN DE ESTADO,detalle,17,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,detalle,18,8,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.005494505494505495,0.047619047619047616
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,MENSURA Y DESLINDE,MENSURA Y DESLINDE,detalle,19,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,OFERTA DE PAGO Y CONSIGNACIÓN,OFERTA DE PAGO Y CONSIGNACIÓN,detalle,20,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,"TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL",TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,detalle,21,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,"REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS","INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS",detalle,22,8,39,1,1,0,120,161,121,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,161.0,0.7515527950310559,1.0083333333333333,1.3305785123966942,0.2484472049689441,120.6611570247934,40.0,True,False,False,0.8846153846153846,7.666666666666667
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,PROCESOS VOLUNTARIOS,OTROS VOLUNTARIOS,OTROS VOLUNTARIOS,detalle,23,8,23,0,0,0,12,35,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,PROCESOS VOLUNTARIOS,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,35.0,0.9142857142857143,2.6666666666666665,1.09375,0.08571428571428572,34.21875,3.0,True,False,False,0.19230769230769232,1.6666666666666667
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,,ACCIONES CONSTITUCIONALES,ACCIONES CONSTITUCIONALES,detalle,24,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.1.1,130,20d3125560,causas,capital,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,4,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,25,8,10,0,0,2,19,31,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,COBIJA,,Pando,False,,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,31.0,0.6774193548387096,1.105263157894737,1.4761904761904763,0.3225806451612903,173.8095238095238,10.0,True,False,False,0.17032967032967034,1.4761904761904763
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,EMANCIPACION POR DESACUERDO,EMANCIPACION POR DESACUERDO,detalle,1,6,,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,en_tramite_exclusivo,1.0,0.0,0.0,,1.0,,1.0,True,True,False,0.0017699115044247787,0.02
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,detalle,2,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,detalle,3,6,,0,,,20,21,18,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,20.0,0.9,0.9,1.1666666666666667,0.14285714285714285,60.83333333333333,2.0,True,False,False,0.03716814159292035,0.42
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,DESACUERDO DE LOS PADRES,DESACUERDO DE LOS PADRES,detalle,4,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),detalle,5,6,,0,,,0,5,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,en_tramite_exclusivo,0.0,,,,1.0,,0.0,False,True,False,0.008849557522123894,0.1
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,CUMPLIMIENTO DE ACUERDOS,CUMPLIMIENTO DE ACUERDOS,detalle,6,6,,0,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.0017699115044247787,0.02
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),detalle,7,6,,0,,,608,610,591,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,608.0,0.9720394736842105,0.9720394736842105,1.0321489001692048,0.03114754098360656,11.734348561759727,17.0,True,False,False,1.079646017699115,12.2
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,DIVORCIO -DESVINCULACION Art. 207,DIVORCIO -DESVINCULACION Art. 207,detalle,8,6,,0,,,778,951,784,167,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,778.0,1.0077120822622108,1.0077120822622108,1.2130102040816326,0.17560462670872765,77.74872448979592,-6.0,False,False,False,1.6831858407079645,19.02
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,DECLARACION JUDICIAL DE FILIACION,DECLARACION JUDICIAL DE FILIACION,detalle,9,6,,0,,,10,27,15,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,10.0,1.5,1.5,1.8,0.4444444444444444,292.0,-5.0,False,False,False,0.047787610619469026,0.54
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,IMPUGNACION DE FILIACION,IMPUGNACION DE FILIACION,detalle,10,6,,0,,,133,176,138,38,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,133.0,1.037593984962406,1.037593984962406,1.2753623188405796,0.2159090909090909,100.5072463768116,-5.0,False,False,False,0.31150442477876106,3.52
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,NEGACION DE MATERNIDAD O PATERNIDAD,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,6,,0,,,167,210,175,35,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,167.0,1.0479041916167664,1.0479041916167664,1.2,0.16666666666666666,73.0,-8.0,False,False,False,0.37168141592920356,4.2
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA","COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,OPOSICION AL MATRIMONIO,OPOSICION AL MATRIMONIO,detalle,13,6,,0,,,57,72,58,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,57.0,1.0175438596491229,1.0175438596491229,1.2413793103448276,0.19444444444444445,88.10344827586208,-1.0,False,False,False,0.12743362831858407,1.44
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,DECLARACION DE INTERDICCIÓN,DECLARACION DE INTERDICCIÓN,detalle,14,6,,0,,,66,98,74,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,66.0,1.121212121212121,1.121212121212121,1.3243243243243243,0.24489795918367346,118.37837837837839,-8.0,False,False,False,0.17345132743362832,1.96
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,CESACION DE INTERDICCIÓN,CESACION DE INTERDICCIÓN,detalle,15,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,,,,0.0,,0.0,False,False,True,0.0,0.0
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL","SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,6,,0,,,4,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,4.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.007079646017699115,0.08
5.1.2.1,177,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,10,tipo_proceso,,ASISTENCIA FAMILIAR,ASISTENCIA FAMILIAR,detalle,17,6,,0,,,940,1211,926,285,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,SUCRE,,Chuquisaca,False,,no_aplica,no_aplica,2023,False,SUCRE,proceso,50,2,8,5,,True,14.1.3,746,CHUQUISACA,2023,316,216,33,565,1780232,1744314,142321,3666867,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,940.0,0.9851063829787234,0.9851063829787234,1.3077753779697625,0.23534269199009084,112.33801295896328,14.0,True,False,False,2.1433628318584073,24.22
